date,Pfizer,Exxon,Apple,Ford,JPMorgan
9/6/2013,28.28,87.25,71.1743,17,52.56
9/5/2013,28.27,87.35,70.7528,17.3,52.11
9/4/2013,28.37,87.76,71.2416,16.91,51.87
9/3/2013,28.01,87.15,69.7971,16.34,51.13
8/30/2013,28.21,87.16,69.6023,16.19,50.53
8/29/2013,28.1,87.27,70.2428,16.5,50.7
8/28/2013,28.21,88.84,70.128,16.02,50.58
8/27/2013,27.995,86.82,69.7986,15.88,50.6
8/26/2013,28.02,87.09,71.8528,16.41,51.8
8/23/2013,28.34,87.52,71.5743,16.45,52.32
8/22/2013,28.16,86.98,71.8514,16.41,52.21
8/21/2013,28.24,86.42,71.7657,16.25,51.63
8/20/2013,28.53,86.83,71.5814,16.31,52.12
8/19/2013,28.46,86.92,72.5343,16.12,51.83
8/16/2013,28.37,87.91,71.7614,16.3,53.29
8/15/2013,28.8,88.16,71.13,16.43,53.29
8/14/2013,29.03,88.95,71.2143,16.89,54.15
8/13/2013,29.27,89.4,69.9386,17.06,54.29
8/12/2013,29.19,89.89,66.7657,17.07,54.09
8/9/2013,29.21,90.72,64.9214,17.02,54.52
8/8/2013,29.13,91.78,65.8586,16.98,54.83
8/7/2013,29.26,91.34,66.4257,16.77,55.3
8/6/2013,29.34,91.47,66.4643,17.03,55.49
8/5/2013,29.19,91.59,67.0643,17.19,56.1
8/2/2013,29.37,91.95,66.0771,17.5,56.49
8/1/2013,29.11,92.73,65.2394,17.19,56.54
7/31/2013,29.23,93.75,64.6471,16.88,55.73
7/30/2013,29.67,93.81,64.76,17.08,55.33
7/29/2013,29.54,94.03,63.97,17.08,55.69
7/26/2013,29.37,94.79,62.9986,17.02,56.05
7/25/2013,29.19,94.97,62.6428,16.96,56.5
7/24/2013,29.28,94.99,62.93,17.37,56.63
7/23/2013,29.42,95.2,59.8557,16.94,56.67
7/22/2013,29.35,94.83,60.9014,17.04,56.56
7/19/2013,29.09,95.17,60.7071,16.76,56.16
7/18/2013,28.49,94.38,61.6797,16.93,56.37
7/17/2013,28.68,93.46,61.4728,16.78,55.27
7/16/2013,28.68,93.3,61.4564,16.6,55.01
7/15/2013,28.79,93.25,61.0628,17.12,54.89
7/12/2013,28.81,93.4,60.93,17.11,54.97
7/11/2013,28.77,93.27,61.0411,16.98,55.14
7/10/2013,28.44,92.82,60.1043,16.72,54.83
7/9/2013,28.35,93.34,60.3357,16.84,54.89
7/8/2013,28.13,92.25,59.2928,16.81,54.7
7/5/2013,27.97,91.57,59.6314,16.7,53.99
7/3/2013,27.65,90.69,60.1143,16.43,52.77
7/2/2013,27.7,90.64,59.7843,16.18,52.8
7/1/2013,27.78,90.3,58.46,15.74,52.49
6/28/2013,28.01,90.35,56.6471,15.47,52.79
6/27/2013,28.18,90.04,56.2543,15.65,53.15
6/26/2013,28.1,89.8,56.8671,15.29,52.5
6/25/2013,27.99,89.11,57.5186,14.97,52.08
6/24/2013,27.71,88.48,57.5057,14.67,50.92
6/21/2013,28.46,89.48,59.0714,15,51.96
6/20/2013,28.635,89.05,59.5483,14.82,52.48
6/19/2013,29.1,91,60.4286,15.32,53.55
6/18/2013,29.4,91.93,61.6814,15.65,54.11
6/17/2013,29.16,91.51,61.7143,15.55,53.85
6/14/2013,29.09,90.58,61.4357,15.37,53.13
6/13/2013,29.08,91.33,62.2807,15.58,54.17
6/12/2013,28.43,89.74,61.7414,15.37,53.18
6/11/2013,28.42,90.46,62.5143,15.51,53.49
6/10/2013,28.37,91.12,62.6986,15.71,54.36
6/7/2013,28.26,91.45,63.1158,15.73,54.27
6/6/2013,28.11,90.23,62.6371,15.44,53.5
6/5/2013,27.48,89.65,63.5871,15.25,53.03
6/4/2013,27.66,90.79,64.1871,15.78,54.04
6/3/2013,27.75,91.46,64.3886,15.89,54.49
5/31/2013,27.23,90.47,64.2478,15.68,54.59
5/30/2013,28.25,92.09,64.5114,15.9,55.62
5/29/2013,28.28,92.08,63.5643,15.63,54.67
5/28/2013,29.01,92.38,63.0627,15.28,54.6
5/24/2013,29.04,91.53,63.5928,14.79,53.66
5/23/2013,29.11,91.79,63.1628,14.81,53.35
5/22/2013,29.3,92.19,63.0506,14.97,53.63
5/21/2013,28.78,92.8,62.8086,14.95,53.02
5/20/2013,28.7,92.52,63.2757,15.05,52.29
5/17/2013,28.96,91.76,61.8943,15.08,52.3
5/16/2013,29.25,90.7,62.0826,14.64,50.97
5/15/2013,29.56,91.24,61.2643,14.67,51.09
5/14/2013,29.4,91.11,63.4086,14.27,50.23
5/13/2013,29.37,90.1,64.9628,14.01,49.67
5/10/2013,28.72,90.14,64.71,14.11,48.96
5/9/2013,28.6,91.03,65.2528,14.2,49.04
5/8/2013,28.73,91.7,66.2628,14.21,49.76
5/7/2013,29.03,91.15,65.5226,14.19,49.14
5/6/2013,28.72,90.58,65.8157,14.09,48.18
5/3/2013,28.96,90.02,64.2828,13.83,47.57
5/2/2013,29.27,88.63,63.6457,13.41,48.08
5/1/2013,28.9,87.51,62.7557,13.38,48.01
4/30/2013,29.07,88.99,63.2543,13.71,49.01
4/29/2013,30.43,88.21,61.4457,13.66,48.92
4/26/2013,30.09,88,59.6007,13.67,48.88
4/25/2013,30.26,88.07,58.34,13.47,49
4/24/2013,30.6,89.43,57.9231,13.33,48.72
4/23/2013,31.08,89.3,58.0186,13.36,48.17
4/22/2013,30.93,88.09,56.9528,13.06,47.35
4/19/2013,31.06,87.45,55.79,12.93,47.23
4/18/2013,30.59,86.62,56.0071,12.75,46.64
4/17/2013,30.87,86.08,57.5428,12.925,46.79
4/16/2013,30.94,86.61,60.8914,13.12,48.49
4/15/2013,30.45,86.49,59.9786,12.95,47.93
4/12/2013,30.67,88.99,61.4,13.53,49.01
4/11/2013,30.64,89.22,62.0471,13.55,49.31
4/10/2013,29.92,88.68,62.2414,13.12,49.25
4/9/2013,29.11,88.77,60.9971,12.8,48.68
4/8/2013,29.16,88.6,60.8871,12.78,48.58
4/5/2013,29.1,89.01,60.4571,12.44,47.91
4/4/2013,29.16,89.77,61.1028,12.65,47.49
4/3/2013,29.03,89.93,61.7128,12.68,46.85
4/2/2013,29.23,90.58,61.3988,13.01,48.28
4/1/2013,28.84,90.77,61.2728,12.9,47.83
3/28/2013,28.86,90.11,63.2371,13.15,47.46
3/27/2013,28.64,90.58,64.5828,13.22,47.77
3/26/2013,28.6,90.13,65.8766,13.31,48.64
3/25/2013,28.16,89.02,66.2257,13.29,48.52
3/22/2013,28.38,89.29,65.9871,13.26,48.78
3/21/2013,28.11,88.17,64.6757,13.26,48.35
3/20/2013,28.29,88.63,64.5828,13.36,49.12
3/19/2013,27.99,88.58,64.9271,13.16,49.2
3/18/2013,28.04,88.77,65.1028,13.26,49.51
3/15/2013,28.02,89.37,63.38,13.45,50.02
3/14/2013,28.11,89.83,61.7857,13.43,51
3/13/2013,28.02,89.26,61.1928,13.4,50.16
3/12/2013,27.94,89.16,61.2043,13.39,50.28
3/11/2013,28.25,89.16,62.5528,13.34,50.48
3/8/2013,28.19,88.97,61.6743,12.98,50.2
3/7/2013,28.27,88.71,61.5117,12.83,50.63
3/6/2013,28.12,89.56,60.8088,12.89,50.03
3/5/2013,28.07,89.61,61.592,12.87,49.49
3/4/2013,27.69,88.95,60.0071,12.75,49.1
3/1/2013,27.39,89.43,61.4957,12.61,48.91
2/28/2013,27.37,89.55,63.0571,12.61,48.92
2/27/2013,27.41,89.53,63.51,12.76,49.28
2/26/2013,27.03,88.51,64.1386,12.34,47.6
2/25/2013,26.84,87.7,63.2571,12.13,47.7
2/22/2013,27.38,89.2,64.4014,12.48,48.91
2/21/2013,27.41,88.59,63.7228,12.39,48.25
2/20/2013,27.57,88.97,64.1214,12.6,48.61
2/19/2013,27.71,89.32,65.7128,12.99,49.45
2/15/2013,27.29,88.36,65.7371,13.02,48.88
2/14/2013,27.06,88.52,66.6557,13.11,49.22
2/13/2013,27,88.67,66.7157,13.04,48.68
2/12/2013,26.99,88.46,66.8428,13.08,49.14
2/11/2013,27.14,88.28,68.5614,13.11,48.66
2/8/2013,26.88,88.61,67.8543,13.1,48.63
2/7/2013,26.96,88.25,66.8886,13.07,48.23
2/6/2013,27.32,89.79,65.3357,13.2,48.61
2/5/2013,27.51,89.74,65.4063,13.18,48.79
2/4/2013,27.17,89.15,63.188,12.88,47.68
2/1/2013,27.63,90.04,64.8028,13.02,47.85
1/31/2013,27.28,89.97,65.07,12.95,47.05
1/30/2013,27.51,90.67,65.2614,12.93,47.13
1/29/2013,27.7,91.76,65.4671,13.14,47.12
1/28/2013,26.84,91.11,64.2614,13.78,46.64
1/25/2013,27,91.73,62.84,13.68,47.16
1/24/2013,26.85,91.35,64.3571,13.87,46.37
1/23/2013,26.65,90.7,73.4293,13.88,46.23
1/22/2013,26.68,90.92,72.11,14.17,46.54
1/18/2013,26.54,90.8,71.4285,14.11,46.46
1/17/2013,26.83,90.2,71.8114,14.22,46.44
1/16/2013,26.61,89.47,72.2985,14.22,46.82
1/15/2013,26.62,89.53,69.4171,14.3,46.35
1/14/2013,26.74,89.58,71.6785,13.99,45.88
1/11/2013,26.52,89.61,74.3285,14,46.14
1/10/2013,26.76,89.1,74.7871,13.83,46.15
1/9/2013,26.47,88.14,73.8714,13.47,45.47
1/8/2013,26.02,88.48,75.0443,13.35,45.5
1/7/2013,25.98,87.93,74.8428,13.43,45.41
1/4/2013,25.96,88.96,75.2857,13.57,45.36
1/3/2013,25.85,88.55,77.4422,13.46,44.57
1/2/2013,25.91,88.71,78.4328,13.2,44.66
12/31/2012,25.0793,86.55,76.0247,12.95,43.9691
12/28/2012,24.89,85.1,72.7984,12.87,43.24
12/27/2012,25.14,86.86,73.58,12.76,43.63
12/26/2012,25.24,87.07,73.2856,12.79,43.96
12/24/2012,25.08,86.92,74.3097,12.4,43.92
12/21/2012,25.08,87.23,74.19,11.86,44
12/20/2012,25.43,88.89,74.5329,11.77,44.53
12/19/2012,25.35,88.4364,75.1871,11.73,43.53
12/18/2012,25.64,89.56,76.2714,11.67,43.87
12/17/2012,25.355,88.87,74.1185,11.39,43.48
12/14/2012,25.18,88.08,72.8277,11.1,42.81
12/13/2012,25.33,88.58,75.67,11.27,42.78
12/12/2012,25.51,89.45,77,11.47,42.77
12/11/2012,25.64,88.99,77.3411,11.49,42.64
12/10/2012,25.41,88.41,75.6887,11.47,42.31
12/7/2012,25.56,88.6,76.1785,11.48,42.56
12/6/2012,25.61,88,78.1778,11.24,41.47
12/5/2012,25.64,87.73,76.9703,11.31,41.2
12/4/2012,25.165,87.19,82.2636,11.31,40.57
12/3/2012,25.09,87.61,83.7414,11.41,40.81
11/30/2012,25.02,88.14,83.6114,11.45,41.08
11/29/2012,24.85,88.12,84.1943,11.53,41.22
11/28/2012,24.67,88.1,83.2771,11.25,40.83
11/27/2012,24.25,87.35,83.54,11.1,40.75
11/26/2012,24.485,88.62,84.2185,11.105,40.88
11/23/2012,24.53,89.09,81.6428,11.1,41.09
11/21/2012,24.35,88.01,80.2428,10.92,40.73
11/20/2012,24.28,87.5,80.1305,10.85,40.7
11/19/2012,24.14,87.67,80.8185,10.83,40.59
11/16/2012,23.86,86.45,75.3825,10.5,39.53
11/15/2012,23.6602,86.14,75.0885,10.57,39.39
11/14/2012,23.81,86.07,76.6971,10.67,39.29
11/13/2012,24.05,86.47,77.5568,11,40.04
11/12/2012,24.11,87.32,77.5471,10.97,40.58
11/9/2012,24.17,87.21,78.1514,10.93,40.62
11/8/2012,24.16,87.0695,76.8214,10.9,40.4
11/7/2012,24.17,88.18,79.7145,11.06,40.48
11/6/2012,24.71,91.61,83.2642,11.42,42.88
11/5/2012,24.58,90.63,83.5173,11.25,42.27
11/2/2012,24.55,90.27,82.4,11.17,42.42
11/1/2012,24.55,91.6,85.22,11.25,42.84
10/31/2012,24.87,91.17,85.0457,11.16,41.68
10/26/2012,25.43,90.62,86.2857,10.36,41.16
10/25/2012,25.61,90.43,87.0768,10.39,41.67
10/24/2012,25.31,89.88,88.1185,10.17,41.71
10/23/2012,25.19,90.18,87.6222,10,41.33
10/22/2012,25.6,92.19,90.5757,10.17,42.09
10/19/2012,25.76,92.15,87.12,10.1799,42.32
10/18/2012,26.035,93.48,90.3771,10.43,43.01
10/17/2012,25.84,93.39,92.0876,10.41,43.32
10/16/2012,25.8,92.38,92.8275,10.3,42.83
10/15/2012,25.57,91.51,90.68,10.22,42.38
10/12/2012,25.12,91.03,89.9591,10.12,41.62
10/11/2012,25.12,91.17,89.7285,10.14,42.1
10/10/2012,25.16,91.03,91.5585,9.98,41.77
10/9/2012,25.31,92.13,90.8357,10.1,41.38
10/8/2012,25.4,92.68,91.1671,10.05,41.66
10/5/2012,25.52,92.55,93.2271,10.16,41.71
10/4/2012,25.35,92.22,95.2571,10.11,41.82
10/3/2012,25.32,91.7,95.9214,9.94,40.86
10/2/2012,25.12,91.72,94.4728,9.79,40.92
10/1/2012,25.035,91.8,94.1985,9.93,40.97
9/28/2012,24.85,91.45,95.3007,9.86,40.48
9/27/2012,24.96,91.8,97.3314,10.02,40.68
9/26/2012,24.83,91.23,95.0257,10.01,40.24
9/25/2012,24.84,91.74,96.22,10.09,40.55
9/24/2012,24.75,91.88,98.6843,10.32,41.23
9/21/2012,24.515,91.92,100.0135,10.4,40.88
9/20/2012,24.41,91.52,99.8143,10.44,41.25
9/19/2012,24.16,90.57,100.3,10.59,41.34
9/18/2012,24.01,91.65,100.2728,10.42,41.26
9/17/2012,24.02,91.91,99.9687,10.39,41.19
9/14/2012,23.8,92.3,98.7543,10.53,41.57
9/13/2012,24.25,91.23,97.5685,10.34,41.4
9/12/2012,24.07,89.55,95.6843,10.21,39.92
9/11/2012,24.17,89.62,94.37,10.15,39.6
9/10/2012,24.1,89.48,94.6771,10.11,38.76
9/7/2012,24.24,89.92,97.2057,10.14,39.3
9/6/2012,24.34,88.99,96.61,9.915,38.69
9/5/2012,23.92,87.33,95.7471,9.57,37.11
9/4/2012,23.775,87.12,96.4243,9.41,37.01
8/31/2012,23.86,87.3,95.0343,9.34,37.14
8/30/2012,23.84,87.2,94.8383,9.31,36.9
8/29/2012,23.96,87.9,96.2094,9.32,37.3
8/28/2012,23.85,88.1,96.4,9.34,37.13
8/27/2012,23.89,87.74,96.5257,9.39,37.23
8/24/2012,24.01,88.05,94.746,9.49,37.17
8/23/2012,23.74,87.31,94.6614,9.45,37.23
8/22/2012,23.7,87.73,95.5528,9.49,37.83
8/21/2012,23.69,87.46,93.7231,9.53,38.04
8/20/2012,23.91,87.95,95.0214,9.63,37.37
8/17/2012,23.79,88.4,92.5871,9.63,36.98
8/16/2012,24.02,88.67,90.9057,9.59,37.1
8/15/2012,24.04,88,90.1185,9.49,37.07
8/14/2012,23.98,88.2,90.2414,9.44,37.1
8/13/2012,23.72,88.14,90,9.4,36.99
8/10/2012,23.94,88.44,88.8143,9.35,36.97
8/9/2012,23.87,88.2,88.6757,9.34,36.92
8/8/2012,23.83,88.28,88.5514,9.35,37.16
8/7/2012,23.74,87.92,88.702,9.31,37.01
8/6/2012,24.26,87.45,88.9357,9.15,36.3
8/3/2012,24.28,87.55,87.9571,9.09,36.09
8/2/2012,23.92,85.88,86.8271,8.92,35.17
8/1/2012,23.94,86.91,86.6871,9.04,36
7/31/2012,24.04,86.85,87.2514,9.24,36
7/30/2012,23.71,87.56,85.0043,9.1,36.14
7/27/2012,23.825,87.45,83.5943,9,36.89
7/26/2012,23.485,86.52,82.1257,8.96,35.81
7/25/2012,23.33,85.24,82.1385,8.97,35.17
7/24/2012,23.375,84.58,85.8457,9.06,34.73
7/23/2012,23.6,85.21,86.2614,9.17,34.44
7/20/2012,23.7,85.95,86.3285,9.21,33.9
7/19/2012,23.795,86.21,87.76,9.35,34.46
7/18/2012,23.67,86.21,86.6085,9.38,34.96
7/17/2012,23.62,85.73,86.7057,9.34,34.99
7/16/2012,23.13,85.05,86.7014,9.26,35.09
7/13/2012,22.81,85.47,86.4243,9.27,36.07
7/12/2012,22.67,84.12,85.5571,9.13,34.04
7/11/2012,22.34,84.38,86.3471,9.33,34.59
7/10/2012,22.44,83.11,86.8871,9.35,34.25
7/9/2012,22.65,83.65,87.6985,9.45,33.96
7/6/2012,22.54,84.8,86.5543,9.5,33.9
7/5/2012,22.67,85.57,87.1343,9.57,34.38
7/3/2012,22.87,86.28,85.63,9.6,35.88
7/2/2012,22.995,85.34,84.6457,9.39,36.28
6/29/2012,23,85.57,83.4285,9.59,35.73
6/28/2012,22.53,83.1,81.2928,10.09,35.88
6/27/2012,22.61,83.2,82.0714,10.02,36.78
6/26/2012,22.435,82.4,81.7178,10.01,35.71
6/25/2012,22.47,81.24,81.5378,10.01,35.32
6/22/2012,22.725,82.11,83.1571,10.19,35.99
6/21/2012,22.6,82.11,82.5243,10.27,35.51
6/20/2012,22.67,84.97,83.6773,10.65,36.45
6/19/2012,22.71,84.48,83.9157,10.56,35.38
6/18/2012,22.62,83.11,83.6828,10.34,34.62
6/15/2012,22.61,83.22,82.0185,10.35,35.03
6/14/2012,22.56,82.13,81.6471,10.41,34.65
6/13/2012,22.19,80.63,81.7371,10.3,34.3
6/12/2012,22.19,81.26,82.3085,10.5,33.77
6/11/2012,22.1,80.27,81.5957,10.45,32.82
6/8/2012,22.14,80.84,82.9028,10.66,33.68
6/7/2012,21.94,80.69,81.6743,10.55,32.81
6/6/2012,21.91,80.18,81.6371,10.57,33.07
6/5/2012,21.6,77.6,80.4043,10.19,31.99
6/4/2012,21.61,77.83,80.6128,10.04,31
6/1/2012,21.64,77.92,80.1414,10.12,31.93
5/31/2012,21.87,78.63,82.5328,10.56,33.15
5/30/2012,22.04,79.79,82.7385,10.66,32.96
5/29/2012,22.18,81.93,81.7528,10.84,33.63
5/25/2012,22.13,82.08,80.3271,10.6,33.5
5/24/2012,22.14,82.61,80.76,10.59,33.97
5/23/2012,22.09,82.04,81.5085,10.41,34.26
5/22/2012,22.37,81.95,79.5671,10.19,34.01
5/21/2012,22.54,82.04,80.1828,10.2,32.51
5/18/2012,22.57,81.47,75.7685,10.01,33.49
5/17/2012,22.56,81.91,75.7314,10.01,33.93
5/16/2012,22.64,82.17,78.0107,10.16,35.46
5/15/2012,22.3,81.79,79.0243,10.15,36.24
5/14/2012,22.585,82.12,79.7457,10.32,35.79
5/11/2012,22.65,83.1,80.9585,10.58,36.96
5/10/2012,22.83,82.84,81.5028,10.71,40.74
5/9/2012,22.45,83.31,81.3114,10.69,40.64
5/8/2012,22.42,84.02,81.1685,10.61,41.38
5/7/2012,22.45,84.48,81.3543,10.66,41.78
5/4/2012,22.38,84.57,80.75,10.67,41.75
5/3/2012,22.6,85.65,83.1171,10.92,43.01
5/2/2012,22.66,86.2,83.7114,11.1,43.2
5/1/2012,22.78,87.04,83.1614,11.23,43.79
4/30/2012,22.9,86.34,83.4257,11.28,42.98
4/27/2012,23.08,86.08,86.1428,11.6,43.34
4/26/2012,23.06,86.07,86.8143,11.87,43.8
4/25/2012,22.88,86.85,87.1428,11.73,43.16
4/24/2012,22.63,86.31,80.04,11.39,43.28
4/23/2012,22.38,85.69,81.6714,11.35,42.85
4/20/2012,22.56,85.3,81.8543,11.41,42.72
4/19/2012,22.335,85.28,83.92,11.66,43.22
4/18/2012,22.45,85.75,86.9057,11.79,43.29
4/17/2012,22.31,85.45,87.1,11.91,43.9
4/16/2012,21.98,84.01,82.8757,11.88,43.33
4/13/2012,21.85,82.95,86.4614,11.92,43.21
4/12/2012,21.915,83.6,88.9671,12.07,44.84
4/11/2012,21.95,82.7,89.4571,11.91,44.01
4/10/2012,21.985,82.17,89.7771,11.79,42.96
4/9/2012,22.05,83.88,90.89,12.22,43.89
4/5/2012,22.34,84.82,90.5257,12.47,44.34
4/4/2012,22.385,84.98,89.1871,12.505,44.41
4/3/2012,22.54,85.83,89.9028,12.64,45.42
4/2/2012,22.59,87.07,88.3757,12.62,46.13
3/30/2012,22.645,86.73,85.65,12.475,45.98
3/29/2012,22.42,86.08,87.1228,12.5,45.67
3/28/2012,22.41,85.86,88.2314,12.32,46.27
3/27/2012,22.5,86.62,87.7828,12.32,45.89
3/26/2012,22.16,87.03,86.7114,12.48,46.17
3/23/2012,21.82,85.55,85.15,12.32,45.16
3/22/2012,21.73,85.33,85.62,12.32,44.65
3/21/2012,21.77,86.01,86.0714,12.57,45.12
3/20/2012,21.8,86.6,86.5657,12.54,45.38
3/19/2012,21.88,86.99,85.8714,12.63,45
3/16/2012,21.94,86.44,83.6528,12.51,44.57
3/15/2012,21.91,86.09,83.6514,12.9,44.7
3/14/2012,21.93,86.02,84.2257,12.88,43.58
3/13/2012,22.01,86.86,81.1571,12.7,43.39
3/12/2012,21.54,85.55,78.8571,12.43,40.54
3/9/2012,21.48,84.3,77.8814,12.58,41.03
3/8/2012,21.455,84.83,77.4271,12.46,40.44
3/7/2012,21.37,85.83,75.8128,12.24,39.95
3/6/2012,21.265,85.86,75.7514,12.09,39.32
3/5/2012,21.5,87.01,76.1657,12.46,40.4
3/2/2012,21.41,86.33,77.8828,12.72,40.63
3/1/2012,21.49,86.83,77.7814,12.66,40.37
2/29/2012,21.125,86.5,77.4914,12.38,39.24
2/28/2012,21.22,87.14,76.4871,12.25,39.21
2/27/2012,21.26,87.23,75.1085,12.3,39.06
2/24/2012,21.18,87.34,74.63,12.23,38.28
2/23/2012,21.03,87.02,73.77,12.4,38.49
2/22/2012,21.36,86.92,73.2914,12.28,38.07
2/21/2012,21.22,86.57,73.55,12.53,38.46
2/17/2012,21.19,85.62,71.7314,12.75,38.47
2/16/2012,21.33,85.41,71.7443,12.74,38
2/15/2012,21.11,84.12,71.0957,12.38,37.4
2/14/2012,21.33,84.67,72.78,12.48,37.92
2/13/2012,21.3,84.42,71.8,12.54,38.3
2/10/2012,21.05,83.8,70.4886,12.44,37.61
2/9/2012,21.14,84.88,70.4528,12.69,37.86
2/8/2012,21.01,85.32,68.0971,12.84,38.3
2/7/2012,21.05,86.34,66.9757,12.88,37.87
2/6/2012,20.95,85.75,66.2814,12.96,38.14
2/3/2012,21.2,84.92,65.6686,12.79,38.28
2/2/2012,21.11,83.53,65.0171,12.26,37.55
2/1/2012,21.31,83.97,65.17,12.33,37.6
1/31/2012,21.4,83.74,65.2114,12.42,37.3
1/30/2012,21.58,85.49,64.7157,12.29,37.01
1/27/2012,21.48,85.83,63.8971,12.21,37.21
1/26/2012,21.63,86.77,63.5186,12.79,37.49
1/25/2012,21.72,87.22,63.8086,12.93,37.6
1/24/2012,21.66,87.18,60.0586,12.82,37.66
1/23/2012,21.71,87.47,61.0584,12.66,37.66
1/20/2012,21.9,87.49,60.0428,12.59,37.36
1/19/2012,21.84,87.03,61.1071,12.61,36.93
1/18/2012,21.97,86.45,61.3014,12.34,36.54
1/17/2012,21.935,85.69,60.6714,12.015,34.91
1/13/2012,21.84,84.88,59.9728,12.04,35.92
1/12/2012,21.99,84.74,60.1986,12.14,36.85
1/11/2012,21.9,85.08,60.3643,12.07,36.66
1/10/2012,21.94,85.72,60.4628,11.8,36.05
1/9/2012,21.82,85.5,60.2471,11.8,35.3
1/6/2012,21.57,85.12,60.3428,11.71,35.36
1/5/2012,21.6,85.76,59.7186,11.59,35.68
1/4/2012,21.77,86.02,59.0628,11.3,34.95
1/3/2012,21.97,86,58.7471,11.13,34.98
12/30/2011,21.64,84.76,57.8571,10.76,33.25
12/29/2011,21.71,85.27,57.8743,10.68,33.42
12/28/2011,21.53,84.18,57.52,10.52,32.65
12/27/2011,21.77,85.28,58.0757,10.81,33.03
12/23/2011,21.83,85.22,57.6186,10.95,33.57
12/22/2011,21.63,84.29,56.9357,10.94,33.45
12/21/2011,21.68,83.12,56.635,10.66,32.32
12/20/2011,21.46,82,56.5643,10.33,32.21
12/19/2011,21.14,79.53,54.6014,10.02,30.7
12/16/2011,21.03,80.16,54.4314,10.25,31.89
12/15/2011,21.14,80.03,54.1343,10.25,31.76
12/14/2011,20.86,79.44,54.3128,10.15,31.51
12/13/2011,20.76,80.53,55.5443,10.48,31.29
12/12/2011,20.39,80.05,55.9771,10.85,32.04
12/9/2011,20.56,81.34,56.2314,11.03,33.18
12/8/2011,20.19,79.87,55.8086,10.75,32.22
12/7/2011,20.47,81.08,55.5843,11.08,34
12/6/2011,20.23,80.82,55.85,11.05,33.23
12/5/2011,19.84,80.45,56.1443,11.11,33.51
12/2/2011,19.89,79.79,55.6714,10.9,32.33
12/1/2011,20.03,79.79,55.4186,10.59,30.46
11/30/2011,20.07,80.44,54.6,10.6,30.97
11/29/2011,19.4,76.93,53.3143,9.99,28.56
11/28/2011,19.09,75.84,53.7314,10,29.16
11/25/2011,18.45,73.9,51.9386,9.75,28.48
11/23/2011,18.45,74.58,52.4271,9.83,28.38
11/22/2011,18.9,76.03,53.7871,10.09,29.41
11/21/2011,18.96,76.91,52.7157,10.05,29.91
11/18/2011,19.53,77.9,53.5628,10.1,30.62
11/17/2011,19.47,77.86,53.9157,10.17,30.49
11/16/2011,19.57,78.25,54.9671,10.56,31.47
11/15/2011,19.87,79.09,55.5471,10.87,32.7
11/14/2011,19.79,78.96,54.18,11.02,32.55
11/11/2011,19.99,79.72,54.9457,11.14,33.28
11/10/2011,19.79,78.7,55.0314,10.99,32.74
11/9/2011,19.34,77.39,56.4686,11.04,32.54
11/8/2011,20.08,79.76,58.0328,11.61,35.02
11/7/2011,20.07,79.35,57.1043,11.22,34.24
11/4/2011,19.66,78.52,57.1771,11.27,33.97
11/3/2011,19.88,78.86,57.5814,11.32,34.38
11/2/2011,19.53,77.37,56.7728,11.15,33.64
11/1/2011,19.33,75.94,56.6443,11.08,32.71
10/31/2011,19.26,78.09,57.8257,11.68,34.76
10/28/2011,19.82,81.48,57.85,12,36.69
10/27/2011,19.84,81.88,57.8128,12.08,37.02
10/26/2011,19.28,81.07,57.2286,11.87,34.18
10/25/2011,18.87,79.44,56.8243,12.43,33.49
10/24/2011,19.36,80.17,57.9671,12.51,34.57
10/21/2011,19.06,80.13,56.1243,12.26,33.42
10/20/2011,18.73,78.71,56.4728,11.7,33.13
10/19/2011,18.81,78.43,56.9457,11.56,32.25
10/18/2011,18.97,78.89,60.32,11.78,32.87
10/17/2011,18.69,77.47,59.9986,11.4,31.04
10/14/2011,19.04,78.11,60.2857,11.56,31.89
10/13/2011,18.76,76.37,58.3471,11.34,31.6
10/12/2011,18.82,77.16,57.4557,11.38,33.2
10/11/2011,18.85,76.27,57.1843,11.24,32.3
10/10/2011,18.92,76.28,55.5443,11.21,32.3
10/7/2011,18.44,73.56,52.8286,10.69,30.7
10/6/2011,18.23,73.89,53.91,10.99,32.38
10/5/2011,17.98,73.95,54.0357,10.56,30.84
10/4/2011,17.59,72.83,53.2143,10.08,30.26
10/3/2011,17.33,71.15,53.5143,9.37,28.65
9/30/2011,17.68,72.63,54.4743,9.67,30.12
9/29/2011,17.98,73.88,55.7957,10,31.39
9/28/2011,17.56,72.07,56.7157,9.93,30.47
9/27/2011,17.75,72.91,57.0371,10.12,31.57
9/26/2011,17.77,71.72,57.5957,10.08,31.65
9/23/2011,17.45,69.31,57.7571,9.86,29.59
9/22/2011,17.49,69.24,57.4028,9.62,29.27
9/21/2011,17.84,71.97,58.8771,9.97,30.34
9/20/2011,18.24,74.01,59.0643,10.42,32.25
9/19/2011,18.06,73.7,58.8043,10.54,32.49
9/16/2011,18.15,74.55,57.2143,10.62,33.43
9/15/2011,18.49,74.01,56.1371,10.63,33.81
9/14/2011,18.41,72.64,55.6143,10.32,32.8
9/13/2011,18.33,71.65,54.9457,10.17,32.49
9/12/2011,18.245,71.84,54.2771,10.11,32.42
9/9/2011,18.28,71.01,53.9257,10.05,32.08
9/8/2011,18.82,72.82,54.8771,10.34,33.51
9/7/2011,19.01,73.65,54.8471,10.56,34.82
