date,Pfizer,Exxon,Apple,Ford,JPMorgan
9/6/2011,18.65,71.15,54.2486,10.22,33.44
9/2/2011,18.46,72.14,53.4357,10.42,34.63
9/1/2011,18.91,73.49,54.4328,10.85,36.3
8/31/2011,18.98,74.02,54.9757,11.12,37.56
8/30/2011,18.88,73.91,55.7128,10.87,37.06
8/29/2011,18.88,74.12,55.71,10.93,37.64
8/26/2011,18.21,72.64,54.7971,10.4,36.21
8/25/2011,17.96,71.77,53.3886,10.28,35.72
8/24/2011,18.39,73.54,53.74,10.45,35.83
8/23/2011,18.24,73.66,53.3714,10.31,34.78
8/22/2011,17.68,70.18,50.92,10.01,33.41
8/19/2011,17.67,69.8,50.8614,9.99,34.35
8/18/2011,17.71,70.94,52.2928,10.38,35.19
8/17/2011,18.49,74.16,54.3486,11.11,36.57
8/16/2011,18.31,73.5,54.3543,11.22,36.03
8/15/2011,18.34,74.29,54.7728,11.35,36.88
8/12/2011,17.86,72,53.8557,11.06,35.91
8/11/2011,17.81,71.58,53.3857,10.94,36.69
8/10/2011,17.05,68.03,51.9557,10.41,34.37
8/9/2011,17.6,71.64,53.43,10.91,36.4
8/8/2011,16.66,70.19,50.4586,9.93,34.06
8/5/2011,17.49,74.82,53.3743,10.84,37.6
8/4/2011,17.36,73.84,53.91,10.86,37.92
8/3/2011,18.03,77.72,56.0814,11.65,39.9
8/2/2011,18.14,77.84,55.5586,11.85,39.84
8/1/2011,19.01,79.6,56.6786,12.35,40.44
7/29/2011,19.249,79.79,55.7828,12.21,40.45
7/28/2011,19.36,81.46,55.9743,12.32,40.68
7/27/2011,19.3,83.31,56.0843,12.37,40.67
7/26/2011,19.63,84.37,57.63,12.94,41.44
7/25/2011,19.81,84.57,56.9286,13.17,41.69
7/22/2011,20.07,85.22,56.1857,13.31,42.19
7/21/2011,20.1,85.02,55.3271,13.28,42.29
7/20/2011,19.9,83.3,55.2714,13.08,40.96
7/19/2011,19.94,83.63,53.8357,13.09,40.39
7/18/2011,19.64,82.65,53.4,12.9,39.83
7/15/2011,19.75,83,52.1314,13.09,39.98
7/14/2011,19.91,82.24,51.11,13.09,40.35
7/13/2011,19.99,82.48,51.1457,13.27,39.62
7/12/2011,20,81.89,50.5357,13.12,39.39
7/11/2011,20.04,81.9,50.5714,13.32,39.43
7/8/2011,20.16,82.42,51.3871,13.88,40.74
7/7/2011,20.23,82.36,51.0286,14.12,41.32
7/6/2011,20.78,81.57,50.2514,13.96,40.56
7/5/2011,20.78,81.6,49.9186,14.1,41.03
7/1/2011,20.75,82.01,49.0371,14.02,41.58
6/30/2011,20.6,81.38,47.9528,13.79,40.94
6/29/2011,20.67,80.25,47.72,13.42,40.45
6/28/2011,20.55,79.63,47.8943,13.33,39.54
6/27/2011,20.17,77.92,47.4343,13.46,39.88
6/24/2011,20.08,76.78,46.6214,13.24,39.49
6/23/2011,20.65,78.44,47.3186,13.47,40.07
6/22/2011,20.28,79.82,46.0871,13.36,40.69
6/21/2011,20.43,80.57,46.4714,13.32,40.91
6/20/2011,20.27,79.71,45.0457,12.94,40.48
6/17/2011,20.26,79.02,45.7514,12.77,40.8
6/16/2011,20.24,79.22,46.4514,12.83,40.36
6/15/2011,20.19,78.66,46.6786,13.15,40.68
6/14/2011,20.58,80.38,47.4914,13.43,41.605
6/13/2011,20.46,79.23,46.6571,13.14,41.67
6/10/2011,20.11,79.78,46.5571,13.35,41.05
6/9/2011,20.75,81.18,47.3557,13.8,40.98
6/8/2011,20.68,80.76,47.4628,13.7,40.39
6/7/2011,20.74,80,47.4343,13.95,40.72
6/6/2011,20.74,80.29,48.2914,13.91,40.53
6/3/2011,20.84,81.18,49.0628,14.01,41.57
6/2/2011,21,81.33,49.4431,14.18,41.61
6/1/2011,21.05,82.03,49.3586,14.23,41.76
5/31/2011,21.45,83.47,49.69,14.92,43.24
5/27/2011,20.93,82.63,48.2014,14.6,42.79
5/26/2011,20.9,82.39,47.8571,14.56,42.45
5/25/2011,20.78,81.96,48.1114,14.58,42.27
5/24/2011,20.52,81.29,47.4557,14.66,42.34
5/23/2011,20.59,80.67,47.7714,14.8,42.55
5/20/2011,20.69,81.57,47.8886,15,43.13
5/19/2011,21.03,82.33,48.6471,15.12,44
5/18/2011,21.18,81.74,48.5528,15.12,44.08
5/17/2011,21.14,80.41,48.02,14.97,43.81
5/16/2011,20.98,80.24,47.6143,15.13,42.88
5/13/2011,20.92,80.87,48.6428,15.08,43.15
5/12/2011,20.89,81.05,49.51,15.26,44.09
5/11/2011,20.61,81.12,49.6043,15.15,44.23
5/10/2011,20.86,83.34,49.9214,15.15,45.16
5/9/2011,20.6,83.18,49.6571,15.08,44.96
5/6/2011,20.55,82.69,49.5228,15.11,45.04
5/5/2011,20.39,82.62,49.5357,15.08,45.17
5/4/2011,20.64,84.81,49.9386,15.15,45.5
5/3/2011,20.44,85.62,49.7428,15.38,45.92
5/2/2011,21.02,86.97,49.4686,15.45,45.18
4/29/2011,20.97,87.98,50.0186,15.47,45.63
4/28/2011,20.83,87.34,49.5357,15.5,45.85
4/27/2011,20.63,87.78,50.0214,15.58,45.5
4/26/2011,20.19,87.42,50.06,15.66,45.12
4/25/2011,20.14,86.22,50.4298,15.54,44.61
4/21/2011,19.79,86.36,50.0994,15.43,44.68
4/20/2011,20.39,85.65,48.9157,15.09,44.56
4/19/2011,20.53,83.8,48.2657,14.66,44.6501
4/18/2011,20.4,83.1,47.4071,14.62,43.96
4/15/2011,20.53,84.29,46.78,14.71,44.89
4/14/2011,20.4905,83.44,47.4886,14.81,44.97
4/13/2011,20.46,83.16,48.0186,14.98,46.25
4/12/2011,20.46,83.18,47.4857,14.91,46.64
4/11/2011,20.67,85.16,47.2571,14.86,46.86
4/8/2011,20.46,85.95,47.8657,15.33,46.84
4/7/2011,20.33,85.76,48.2971,15.53,47.4
4/6/2011,20.29,85.18,48.2914,15.73,47.64
4/5/2011,20.45,85.42,48.4128,15.79,46.58
4/4/2011,20.54,84.87,48.7414,15.55,46.34
4/1/2011,20.38,84.68,49.2228,15.16,46.35
3/31/2011,20.31,84.13,49.7868,14.91,46.1
3/30/2011,20.3375,84.49,49.8043,14.86,46.45
3/29/2011,20.38,83.25,50.1371,14.84,46.02
3/28/2011,20.27,83.47,50.0628,14.86,45.96
3/25/2011,20.35,83.62,50.22,15.01,45.86
3/24/2011,20.3,82.73,49.2814,15.04,45.73
3/23/2011,19.92,82.6,48.4557,14.31,45.6
3/22/2011,19.94,82.56,48.7428,14.34,45.47
3/21/2011,19.975,82.84,48.4714,14.59,45.63
3/18/2011,20.18,80.85,47.2386,14.49,45.74
3/17/2011,19.88,81.16,47.8057,14.26,44.56
3/16/2011,19.3,79.31,47.1443,14.18,43.81
3/15/2011,19.76,81.39,49.3471,14.67,44.61
3/14/2011,19.81,82.38,50.5086,14.3,45.3
3/11/2011,19.47,82.12,50.2843,14.36,45.74
3/10/2011,19.36,81.38,49.5243,14.06,45.53
3/9/2011,19.66,84.38,50.3528,14.29,46.56
3/8/2011,19.68,84.6,50.8228,14.47,46.4
3/7/2011,19.61,84.72,50.7657,14.01,45.19
3/4/2011,19.66,85.08,51.4286,14.42,45.52
3/3/2011,19.77,85.82,51.3657,14.76,46.08
3/2/2011,19.19,85.08,50.3028,14.66,45.21
3/1/2011,19.14,84.8,49.9014,14.66,45.6
2/28/2011,19.24,85.53,50.4586,15.05,46.69
2/25/2011,18.86,85.34,49.7371,15.07,46.68
2/24/2011,18.9,85.97,48.9828,14.7,45.91
2/23/2011,18.76,87.07,48.9457,14.86,45.96
2/22/2011,18.89,85.44,48.3728,15.23,46.01
2/18/2011,19.19,84.5,50.08,15.77,48
2/17/2011,19.37,83.88,51.1857,15.97,47.82
2/16/2011,19.28,83.69,51.8757,16.05,47.94
2/15/2011,19.05,82.97,51.4143,16.1,46.82
2/14/2011,19.05,84.91,51.3114,16.09,46.54
2/11/2011,18.8275,82.82,50.9786,16.38,46.57
2/10/2011,19.03,83.2,50.6486,15.95,45.53
2/9/2011,19.05,82.55,51.1657,16.09,45.11
2/8/2011,19.16,82.98,50.7428,16.24,45.74
2/7/2011,19.04,83.93,50.2686,16.11,45.5
2/4/2011,19.3,83.28,49.5,15.72,44.59
2/3/2011,19.17,83.44,49.0628,15.76,45.46
2/2/2011,18.96,83.41,49.1886,15.4,45.45
2/1/2011,19.22,83.91,49.29,15.89,45.93
1/31/2011,18.22,80.68,48.4743,15.95,44.94
1/28/2011,18.15,78.99,48.0143,16.27,44.54
1/27/2011,18.48,79.88,49.03,18.79,45.1
1/26/2011,18.36,79.66,49.1214,18.37,44.98
1/25/2011,18.47,78.68,48.7714,17.89,44.87
1/24/2011,18.45,78.59,48.2071,17.93,45.02
1/21/2011,18.359,78.98,46.6743,17.95,45.29
1/20/2011,18.24,77.75,47.5257,17.78,44.75
1/19/2011,18.32,78.24,48.4057,17.9,43.71
1/18/2011,18.38,78.71,48.6643,18.7,44.75
1/14/2011,18.34,77.84,49.7828,18.65,44.91
1/13/2011,18.22,76.71,49.3828,18.68,44.45
1/12/2011,18.37,76.58,49.2028,18.71,44.71
1/11/2011,18.22,75.69,48.8057,18.28,43.6
1/10/2011,18.26,75.13,48.9221,18.31,43.4
1/7/2011,18.34,75.59,48.0171,18.27,43.64
1/6/2011,18.18,75.18,47.6757,18.22,44.48
1/5/2011,18.11,74.7,47.7143,17.89,44.7
1/4/2011,17.9885,74.9,47.3271,17.38,44.16
1/3/2011,17.68,74.55,47.0814,17.25,43.58
12/31/2010,17.51,73.12,46.08,16.79,42.42
12/30/2010,17.49,73.36,46.2371,16.69,42.23
12/29/2010,17.6,73.37,46.47,16.74,42.36
12/28/2010,17.59,73.42,46.4957,16.73,42.61
12/27/2010,17.49,73.01,46.3828,16.87,42.67
12/23/2010,17.61,73.2,46.2286,16.78,42.08
12/22/2010,17.56,72.8,46.4514,16.99,42.16
12/21/2010,17.38,72.72,46.315,16.99,41
12/20/2010,17.17,72.22,46.03,16.85,39.95
12/17/2010,17.03,72.17,45.8014,16.8,39.67
12/16/2010,17.22,72.22,45.8928,16.77,40.0125
12/15/2010,17.08,71.85,45.7657,16.55,40.21
12/14/2010,17.11,72.18,45.7557,16.42,40.79
12/13/2010,17.19,72.36,45.9528,16.47,41.51
12/10/2010,17.02,72.18,45.7943,16.73,41.43
12/9/2010,16.7585,72,45.6796,16.76,40.81
12/8/2010,16.72,71.85,45.8586,16.69,40.26
12/7/2010,16.77,71.46,45.4586,16.56,39.25
12/6/2010,16.81,71.31,45.7357,16.65,39.905
12/3/2010,16.72,71.19,45.3486,16.8,39.61
12/2/2010,16.69,71.48,45.45,16.78,39.31
12/1/2010,16.7015,71.33,45.2,16.46,38.15
11/30/2010,16.3,69.56,44.45,15.94,37.4
11/29/2010,16.56,69.45,45.2671,16.06,37.91
11/26/2010,16.49,69.23,45,16.1,37.5
11/24/2010,16.6915,69.88,44.9707,15.95,38.16
11/23/2010,16.57,68.98,44.1043,15.7,37.63
11/22/2010,16.63,70.19,44.7657,16.2,38.51
11/19/2010,16.7975,70.54,43.8186,16.28,39.41
11/18/2010,16.83,70.31,44.0614,16.12,39.66
11/17/2010,16.48,69.01,42.9286,16.68,39.18
11/16/2010,16.6,68.94,43.0843,16.51,39.61
11/15/2010,16.75,70.48,43.8621,17,40.08
11/12/2010,16.85,70.99,44.0043,16.3,39.61
11/11/2010,16.98,71.83,45.2364,16.61,40.02
11/10/2010,16.829,71.13,45.4328,16.63,40.62
11/9/2010,16.99,70.63,45.1543,16.07,39.9
11/8/2010,17.051,70.32,45.5171,16.41,40.51
11/5/2010,17.18,70,45.3043,16.21,40.94
11/4/2010,17.38,69.38,45.4671,15.86,39.8
11/3/2010,17.59,67.97,44.6857,15.18,37.72
11/2/2010,17.45,67.84,44.1943,14.43,36.96
11/1/2010,17.62,66.95,43.4543,14.23,37.42
10/29/2010,17.415,66.49,42.9971,14.13,37.63
10/28/2010,17.57,66.22,43.6057,14.22,37.51
10/27/2010,17.28,65.67,43.9757,14.23,37.54
10/26/2010,17.49,66.53,44.0071,14.36,37.2
10/25/2010,17.62,66.2,44.12,14.15,37.07
10/22/2010,17.5,66.34,43.9243,13.95,37.7
10/21/2010,17.63,66.32,44.2171,13.81,37.7
10/20/2010,17.66,66.01,44.3614,13.64,38.1
10/19/2010,17.39,65.12,44.2128,13.32,37.69
10/18/2010,17.8,66.28,45.4286,13.88,38.2
10/15/2010,17.75,65.19,44.9628,13.8,37.15
10/14/2010,17.66,65.3,43.1871,13.91,38.72
10/13/2010,17.73,65.04,42.8771,13.64,39.84
10/12/2010,17.479,64.7,42.6486,13.78,40.4
10/11/2010,17.38,64.55,42.1943,13.78,39.73
10/8/2010,17.46,64.38,42.01,13.66,39.31
10/7/2010,17.38,63.85,41.3171,13.32,39.52
10/6/2010,17.26,63.94,41.3128,13.24,39.9
10/5/2010,17.231,63.26,41.2771,13.01,39.64
10/4/2010,16.9,62.19,39.8057,12.84,38.95
10/1/2010,17.18,62.54,40.36,12.26,38.81
9/30/2010,17.17,61.79,40.5357,12.24,38.06
9/29/2010,17.4,61.59,41.0528,12.33,38.41
9/28/2010,17.425,62.06,40.98,12.52,38.95
9/27/2010,17.17,61.71,41.5948,12.48,39.08
9/24/2010,17.4,61.75,41.76,12.56,39.7525
9/23/2010,17.04,61.15,41.2743,12.31,39.1
9/22/2010,17.22,61.45,41.1071,12.38,39.94
9/21/2010,17.141,61.54,40.5386,12.55,40.59
9/20/2010,17.275,61.55,40.4614,12.57,41.19
9/17/2010,17.0625,60.78,39.3386,12.49,40.06
9/16/2010,17.165,60.97,39.51,12.44,40.99
9/15/2010,17.2725,61,38.6028,11.87,40.98
9/14/2010,17.08,61.01,38.2943,11.98,40.72
9/13/2010,16.97,61,38.1486,11.99,41.12
9/10/2010,16.99,61.2,37.63,11.79,39.76
9/9/2010,16.77,61.05,37.5814,11.75,40.1
9/8/2010,16.56,60.75,37.56,11.8,39.12
9/7/2010,16.33,60.55,36.83,11.8,38.28
9/3/2010,16.46,61.32,36.9671,12.07,39.17
9/2/2010,16.4,61.06,36.0243,11.71,38.16
9/1/2010,16.28,60.91,35.7614,11.61,37.74
8/31/2010,15.91,59.11,34.7286,11.285,36.36
8/30/2010,15.86,59,34.6428,11.35,35.85
8/27/2010,16.09,59.8,34.5171,11.56,36.6
8/26/2010,15.9,58.48,34.3257,11.17,35.63
8/25/2010,15.99,58.91,34.6986,11.32,36.23
8/24/2010,15.82,58.94,34.2757,11.2425,36.21
8/23/2010,16.1,59.5,35.1143,11.61,36.88
8/20/2010,15.92,58.89,35.6628,11.77,37.14
8/19/2010,16.03,59.29,35.6971,11.89,37.07
8/18/2010,16.1,60.15,36.1528,12.2,37.89
8/17/2010,16.27,60.82,35.9957,12.16,37.48
8/16/2010,16.03,59.88,35.3771,11.99,37.69
8/13/2010,16.08,59.91,35.5857,12.15,37.5
8/12/2010,16.2,60.23,35.97,12.27,37.81
8/11/2010,16,60.39,35.7414,12.41,37.77
8/10/2010,16.57,61.93,37.0586,12.92,39.17
8/9/2010,16.42,62.45,37.3928,13.05,39.82
8/6/2010,16.24,61.97,37.1558,13.04,40.44
8/5/2010,16.19,62.71,37.3857,12.98,41.27
8/4/2010,16.44,62.72,37.5686,13.11,41.29
8/3/2010,16.34,62.72,37.4186,12.91,41.08
8/2/2010,15.48,61.94,37.4071,13.16,41.64
7/30/2010,15,59.68,36.75,12.77,40.28
7/29/2010,15.09,60.34,36.8728,12.97,40.21
7/28/2010,15,60.91,37.28,12.91,40.32
7/27/2010,15.27,60.81,37.7257,13.03,40.69
7/26/2010,15.02,60.39,37.04,12.94,40.33
7/23/2010,14.58,59.72,37.1343,12.72,39.83
7/22/2010,14.81,59.38,37.0034,12.09,39.35
7/21/2010,14.5,58.17,36.32,11.55,38.42
7/20/2010,14.55,58.95,35.9843,11.75,39.63
7/19/2010,14.73,58.43,35.0828,11.48,39.04
7/16/2010,14.56,57.96,35.7,11.34,39
7/15/2010,14.87,59.27,35.9214,11.86,40.46
7/14/2010,14.84,59.26,36.1038,11.81,40.35
7/13/2010,14.79,59.42,35.9711,11.66,40.48
7/12/2010,14.93,58.94,36.755,11.1,39.19
7/9/2010,14.77,58.78,37.0886,10.85,38.85
7/8/2010,14.82,58.81,36.87,10.62,38.16
7/7/2010,14.62,58.43,36.9521,10.59,38.15
7/6/2010,14.29,57.46,35.5186,10.16,36.33
7/2/2010,14.14,56.57,35.2771,10.28,35.83
7/1/2010,14.23,56.61,35.4971,10.57,36.08
6/30/2010,14.26,57.07,35.9328,10.08,36.61
6/29/2010,14.28,57.29,36.5957,9.88,37.06
6/28/2010,14.54,58.47,38.3286,10.43,38.54
6/25/2010,14.64,59.1,38.1,10.75,39.44
6/24/2010,14.46,60.07,38.4286,10.78,38.03
6/23/2010,14.88,61.1,38.71,11.03,38.89
6/22/2010,14.97,61.94,39.1214,11.215,38.33
6/21/2010,15.1,63.13,38.5957,11.53,38.87
6/18/2010,15.21,63.1,39.1534,11.46,39.18
6/17/2010,15.47,62.6,38.8386,11.48,38.44
6/16/2010,15.48,62.51,38.1786,11.63,38.52
6/15/2010,15.52,62.51,37.0986,11.7,38.25
6/14/2010,15.33,61.37,36.3257,11.46,37.33
6/11/2010,15.46,61.86,36.2157,11.4,38.09
6/10/2010,14.91,61.89,35.7871,11.39,38.29
6/9/2010,14.52,60.03,34.7428,11.05,37.12
6/8/2010,14.55,61.24,35.6186,11.22,37.78
6/7/2010,14.52,59.3,35.8486,11.09,36.72
6/4/2010,14.755,59.525,36.5664,11.5,37.62
6/3/2010,15.2325,61.56,37.5886,11.96,39.1
6/2/2010,15.2,60.77,37.7071,11.85,39.55
6/1/2010,14.99,59.25,37.2614,11.41,38.54
5/28/2010,15.23,60.46,36.6971,11.73,39.58
5/27/2010,15.37,61.46,36.1928,11.99,40.42
5/26/2010,15.11,59.31,34.8727,11.39,38.78
5/25/2010,15.06,59.71,35.0314,11.02,38.94
5/24/2010,15.22,60.19,35.2514,11.01,38.62
5/21/2010,15.4,60.88,34.6171,11.26,40.05
5/20/2010,15.23,60.33,33.9657,10.8,37.83
5/19/2010,15.82,62.45,35.4771,11.55,39.38
5/18/2010,15.81,62.79,36.0514,11.545,39.02
5/17/2010,16.11,63.27,36.3171,11.95,39.84
5/14/2010,16.2,63.6,36.26,12.11,39.89
5/13/2010,16.56,64.74,36.9086,12.42,40.81
5/12/2010,16.9,64.91,37.4414,12.68,41.69
5/11/2010,17.01,64.46,36.6457,12.31,41.55
5/10/2010,17,65.23,36.2843,12.15,41.95
5/7/2010,16.46,63.7,33.6943,11.51,40.76
5/6/2010,16.74,63.89,35.1786,11.78,40.81
5/5/2010,17.18,66.17,36.5693,12.34,42.63
5/4/2010,17.26,66.47,36.9543,12.85,42.47
5/3/2010,16.91,67.84,38.05,13.3,43.53
4/30/2010,16.72,67.77,37.2986,13.02,42.58
4/29/2010,16.86,68.66,38.3771,13.58,44
4/28/2010,16.53,69.19,37.3714,13.25,43.46
4/27/2010,16.46,68.27,37.4343,13.57,42.41
4/26/2010,16.82,69.29,38.5,14.46,43.89
4/23/2010,16.91,69.24,38.69,14.21,44.94
4/22/2010,16.48,68.56,38.0671,14.2,44.74
4/21/2010,16.6,68.92,37.0314,14.13,45.35
4/20/2010,16.76,68.97,34.9414,13.91,45.88
4/19/2010,16.79,68.23,35.2957,13.6,45.39
4/16/2010,16.8,67.93,35.3428,13.42,45.55
4/15/2010,16.99,68.26,35.56,13.76,47.81
4/14/2010,17.07,68.61,35.0986,13.35,47.73
4/13/2010,17.18,68.66,34.6328,12.79,45.87
4/12/2010,17.29,68.71,34.6128,12.77,46.14
4/9/2010,17.25,68.76,34.5414,12.72,45.98
4/8/2010,17.14,67.86,34.2786,12.63,45.76
4/7/2010,17.07,67.34,34.3714,12.58,45.32
4/6/2010,16.96,67.9,34.22,12.7,45.84
4/5/2010,16.9,68.19,34.07,12.77,45.34
4/1/2010,17.08,67.61,33.71,12.63,45.18
3/31/2010,17.15,66.98,33.5714,12.57,44.75
3/30/2010,17.26,67.05,33.6921,13.28,44.58
3/29/2010,17.28,67.3,33.1986,13.57,44.86
3/26/2010,17.14,66.54,32.9857,13.86,45.02
3/25/2010,17.39,66.3,32.3786,13.8,44.94
3/24/2010,17.61,66.5,32.7671,13.9,44.94
3/23/2010,17.54,66.95,32.6228,13.9,44.58
3/22/2010,17.15,66.97,32.1071,13.99,43.74
3/19/2010,16.91,67.04,31.75,13.29,43.45
3/18/2010,17.23,67.39,32.0928,13.73,43.64
3/17/2010,17.21,67.36,32.0171,14.1,43.79
3/16/2010,17.26,66.57,32.0643,13.49,43.24
3/15/2010,17.26,66.3,31.9771,13.4,43.07
3/12/2010,17.08,66.8,32.3714,13.34,43.15
3/11/2010,17.29,67.22,32.2143,12.91,43.18
3/10/2010,17.15,67.22,32.12,12.82,42.93
3/9/2010,17.23,66.78,31.86,12.8,42.42
3/8/2010,17.35,66.48,31.2971,12.93,42.59
3/5/2010,17.48,66.47,31.2786,13,42.81
3/4/2010,17.33,65.4,30.1014,12.79,41.92
3/3/2010,17.32,65.43,29.9043,12.69,41.53
3/2/2010,17.6,65.49,29.8357,12.22,41.62
3/1/2010,17.75,65.4,29.8557,12.41,41.83
2/26/2010,17.55,65,29.2314,11.74,41.97
2/25/2010,17.69,65.14,28.8571,11.78,40.64
2/24/2010,17.81,65.55,28.6651,11.73,40.85
2/23/2010,17.67,64.94,28.1513,11.6,39.88
2/22/2010,17.95,65.4,28.6308,11.21,40.85
2/19/2010,17.99,65.87,28.81,11.29,40.03
2/18/2010,17.73,65.96,28.9897,11.38,40.41
2/17/2010,17.67,65.76,28.9357,11.49,40.04
2/16/2010,17.72,66.28,29.0571,11.32,40.07
2/12/2010,17.8,64.8,28.6257,11.12,38.95
2/11/2010,17.87,65.24,28.3814,11.18,39.02
2/10/2010,17.74,64.85,27.8737,10.94,38.87
2/9/2010,17.88,65.2,28.0271,11.15,38.39
2/8/2010,17.84,64.35,27.7314,10.97,37.7
2/5/2010,17.96,64.8,27.9228,10.91,38.3
2/4/2010,18.03,64.72,27.4357,11.06,38.35
2/3/2010,18.62,66.6,28.4614,11.64,40.29
2/2/2010,19.24,66.96,27.98,11.39,40.55
2/1/2010,18.79,66.18,27.8186,11.12,39.63
1/29/2010,18.66,64.43,27.4376,10.84,38.94
1/28/2010,18.63,64.96,28.47,11.41,39.48
1/27/2010,19,65.54,29.6977,11.55,39.33
1/26/2010,18.78,65.92,29.42,11.19,38.44
1/25/2010,18.85,65.85,29.0107,11.03,39.21
1/22/2010,18.96,66.1,28.25,10.52,39.16
1/21/2010,19.24,66.7,29.7246,11.18,40.54
1/20/2010,19.94,68.03,30.2464,11.51,43.4
1/19/2010,20,69.27,30.72,11.75,43.28
1/15/2010,19.49,69.11,29.4186,11.6,43.68
1/14/2010,19.38,69.68,29.9186,11.76,44.69
1/13/2010,19.21,69.67,30.0928,11.68,44.25
1/12/2010,18.77,69.95,29.6743,11.87,43.49
1/11/2010,18.83,70.3,30.0157,12.11,44.53
1/8/2010,18.68,69.52,30.2828,11.69,44.68
1/7/2010,18.53,69.8,30.0828,11.66,44.79
1/6/2010,18.6,70.02,30.1386,11.37,43.92
1/5/2010,18.66,69.42,30.6257,10.96,43.68
1/4/2010,18.93,69.15,30.5728,10.28,42.85
12/31/2009,18.19,68.19,30.1046,10,41.67
12/30/2009,18.5,68.77,30.2343,9.99,41.53
12/29/2009,18.56,68.84,29.8714,10.11,41.49
12/28/2009,18.63,69.08,30.23,10.2,41.72
12/24/2009,18.6,68.66,29.8628,10.13,41.89
12/23/2009,18.58,68.26,28.8714,10.08,41.56
12/22/2009,18.61,68.57,28.6228,9.9,41.94
12/21/2009,18.61,68.51,28.3186,9.67,41.9
12/18/2009,18.3,68.21,27.9186,9.68,40.95
12/17/2009,18.22,68.22,27.4086,9.39,40.27
12/16/2009,18.41,68.43,27.8614,9.49,41.36
12/15/2009,18.29,69.17,27.7386,9.39,40.86
12/14/2009,18.4,69.69,28.14,9.08,41.77
12/11/2009,18.3,72.83,27.81,9,40.96
12/10/2009,18.32,72.4,28.0614,9.05,41.27
12/9/2009,18.24,72.79,28.2571,8.86,41.19
12/8/2009,17.76,72.95,27.1243,8.82,41.21
12/7/2009,18.06,73.77,26.9928,8.91,41.25
12/4/2009,18.49,74.25,27.6171,8.94,41.74
12/3/2009,18.64,74.99,28.0686,8.94,41.4
12/2/2009,18.74,75.79,28.0328,9.01,41.93
12/1/2009,18.85,76.04,28.1386,8.88,42.22
11/30/2009,18.17,75.07,28.5586,8.89,42.49
11/27/2009,18.25,74.87,28.6557,8.73,41.33
11/25/2009,18.59,76.47,29.17,8.81,42.16
11/24/2009,18.31,75.97,29.2057,8.81,42.48
11/23/2009,18.53,75.7,29.4114,8.73,43.28
11/20/2009,18.36,74.38,28.56,8.64,42.46
11/19/2009,18.11,74.65,28.6443,8.73,42.55
11/18/2009,18.19,75.27,29.4228,8.94,43.38
11/17/2009,17.94,75.03,29.5714,8.98,43.16
11/16/2009,17.94,74.43,29.5186,8.71,43.04
11/13/2009,17.59,72.47,29.2071,8.41,42.9
11/12/2009,17.62,71.9,28.8557,8.2,43.3
11/11/2009,17.62,72.91,29.0357,8.33,44.32
11/10/2009,17.56,72.61,28.9971,8.24,44.17
11/9/2009,17.43,72.85,28.78,8.18,44.35
11/6/2009,16.96,72.58,27.7628,7.75,43.48
11/5/2009,17.02,72.5,27.7186,7.45,43.87
11/4/2009,16.93,71.3,27.2586,7.27,42.21
11/3/2009,16.89,71.74,26.9643,7.44,42.7
11/2/2009,16.95,72.15,27.0443,7.58,42.58
10/30/2009,17.03,71.67,26.9286,7,41.77
10/29/2009,17.55,73.96,28.05,7.3,44.35
10/28/2009,17.21,73.84,27.4857,6.96,42.68
10/27/2009,17.26,74.91,28.1957,7.33,43.9
10/26/2009,17.12,73.23,28.9257,7.47,43.82
10/23/2009,17.25,73.57,29.1343,7.63,45.23
10/22/2009,17.56,74.44,29.3143,7.76,45.71
10/21/2009,17.41,73.31,29.2743,7.78,44.65
10/20/2009,17.93,73.02,28.3943,7.71,46.03
10/19/2009,17.98,73.62,27.1228,7.57,45.98
10/16/2009,17.77,73.12,26.8643,7.42,46.06
10/15/2009,17.66,72.94,27.2228,7.66,47.16
10/14/2009,17.37,71.84,27.3271,7.66,47.16
10/13/2009,16.78,70.26,27.1457,7.62,45.66
10/12/2009,17.1,70.13,27.2586,7.62,46.08
10/9/2009,16.92,69.27,27.21,7.12,45.85
10/8/2009,16.7,69.05,27.0386,7.18,45.3
10/7/2009,16.69,68.67,27.1786,7.13,45.7
10/6/2009,16.78,68.66,27.1443,7.14,44.91
10/5/2009,16.4,67.58,26.5748,7.05,43.8
10/2/2009,16.15,66.58,26.4143,6.84,41.86
10/1/2009,16.31,67.27,25.8371,6.97,41.37
9/30/2009,16.55,68.61,26.4786,7.21,43.82
9/29/2009,16.77,69.07,26.4828,7.45,44.88
9/28/2009,16.57,69.59,26.5931,7.49,44.81
9/25/2009,16.4,68.7,26.0528,7.29,43.65
9/24/2009,16.44,68.93,26.26,7.33,44.37
9/23/2009,16.43,69,26.5,7.36,45.06
9/22/2009,16.8,69.83,26.3543,7.01,46.47
9/21/2009,16.64,69.57,26.2886,6.83,44.55
9/18/2009,16.51,69.99,26.4314,6.94,44.95
9/17/2009,16.32,69.84,26.3643,6.92,44.96
9/16/2009,16.42,70.34,25.9814,7.15,44.65
9/15/2009,16.21,69.49,25.0228,7.2,43.19
9/14/2009,16.36,70,24.8171,7.39,43.75
9/11/2009,16.25,69.98,24.5943,7.33,42.5
9/10/2009,16.34,70.65,24.6514,7.44,43.02
9/9/2009,16.17,70.5,24.4486,7.39,42.86
