DATE,GS1,GS10,GS3,GS30,GS5,UNRATE
2014-06-01,0.10,2.60,0.90,3.42,1.68,6.1
2014-07-01,0.11,2.54,0.97,3.33,1.70,6.2
2014-08-01,0.11,2.42,0.93,3.20,1.63,6.2
2014-09-01,0.11,2.53,1.05,3.26,1.77,6.0
2014-10-01,0.10,2.30,0.88,3.04,1.55,5.7
2014-11-01,0.13,2.33,0.96,3.04,1.62,5.8
2014-12-01,0.21,2.21,1.06,2.83,1.64,5.6
2015-01-01,0.20,1.88,0.90,2.46,1.37,5.7
2015-02-01,0.22,1.98,0.99,2.57,1.47,5.5
2015-03-01,0.25,2.04,1.02,2.63,1.52,5.5
2015-04-01,0.23,1.94,0.87,2.59,1.35,5.4
2015-05-01,0.24,2.20,0.98,2.96,1.54,5.5
2015-06-01,0.28,2.36,1.07,3.11,1.68,5.3
2015-07-01,0.30,2.32,1.03,3.07,1.63,5.3
2015-08-01,0.38,2.17,1.03,2.86,1.54,5.1
2015-09-01,0.37,2.17,1.01,2.95,1.49,5.1
2015-10-01,0.26,2.07,0.93,2.89,1.39,5.0
2015-11-01,0.48,2.26,1.20,3.03,1.67,5.0
2015-12-01,0.65,2.24,1.28,2.97,1.70,5.0
2016-01-01,0.54,2.09,1.14,2.86,1.52,4.9
2016-02-01,0.53,1.78,0.90,2.62,1.22,4.9
2016-03-01,0.66,1.89,1.04,2.68,1.38,5.0
2016-04-01,0.56,1.81,0.92,2.62,1.26,5.0
2016-05-01,0.59,1.81,0.97,2.63,1.30,4.7
2016-06-01,0.55,1.64,0.86,2.45,1.17,4.9
2016-07-01,0.51,1.50,0.79,2.23,1.07,4.9
2016-08-01,0.57,1.56,0.85,2.26,1.13,4.9
2016-09-01,0.59,1.63,0.90,2.35,1.18,5.0
2016-10-01,0.66,1.76,0.99,2.50,1.27,4.9
2016-11-01,0.74,2.14,1.22,2.86,1.60,4.6
