"DATE","AKNA","ALNA","ARNA","AZNA","CANA","CONA","CTNA","DCNA","DENA","FLNA","GANA","HINA","IANA","IDNA","ILNA","INNA","KSNA","KYNA","LANA","MANA","MDNA","MENA","MINA","MNNA","MONA","MSNA","MTNA","NCNA","NDNA","NENA","NHNA","NJNA","NMNA","NVNA","NYNA","OHNA","OKNA","ORNA","PANA","RINA","SCNA","SDNA","TNNA","TXNA","UTNA","VANA","VTNA","WANA","WINA","WVNA","WYNA"
"2002-06-01",293.2,1882.2,1149.7,2270.6,14621.2,2191.7,1668.6,664.2,413.8,7131.7,3910.7,562.1,1449.1,568.8,5886.8,2903.4,1339.9,1779.1,1898.5,3274.5,2482.1,608.6,4492.5,2664.8,2701.8,1132.4,397.6,3833.5,330.4,912.3,618.4,3981.9,767.2,1050.1,8451,5446,1503.4,1586.2,5649.9,479.3,1799.5,378.1,2663.5,9419.8,1070.2,3504.3,300.6,2693.9,2778.3,735.9,247.8
"2002-07-01",293.8,1879.1,1149.9,2265,14586.1,2183.7,1662.8,665.7,415.5,7143.9,3890.7,558.9,1446.8,569.9,5874.2,2917.8,1338.8,1779,1895.8,3273.1,2480.6,608.1,4494.5,2669,2677.7,1132.1,395.7,3842.5,329.8,911,619.1,3965.2,767.7,1052.6,8454.6,5446.6,1500.2,1589.7,5640.2,478.4,1795.7,378.2,2673.9,9404.7,1073.1,3500.4,299,2697.3,2776.1,736.9,248.3
"2002-08-01",294.5,1882.5,1146.6,2269.2,14598.7,2185.1,1661.9,666.3,416.1,7174.6,3890.5,558.3,1444.6,568.9,5877.3,2920.8,1340.1,1774.4,1896.6,3268.5,2480.7,606.9,4490.7,2664.6,2691.2,1128.2,395.3,3837.1,330.1,910.1,618,3967.2,767.9,1055.7,8454,5443.7,1500.1,1589.7,5638.5,479.6,1800,378.3,2669.4,9412.7,1070.7,3500.4,298.5,2696.2,2778.5,737.5,247.9
"2002-09-01",294.8,1884.9,1148.4,2267.3,14605.7,2179,1659.8,666.8,418.6,7162.4,3888.1,560.5,1446.5,569.3,5870.9,2916.6,1335.8,1777,1897.4,3264.9,2482.6,606.2,4489.3,2669.2,2701.9,1125.3,397.1,3828.6,330.2,909.8,618.3,3967.5,769.7,1057.1,8439.2,5443.8,1495,1588.6,5639.8,479.3,1796.9,378.4,2667.5,9421.1,1072.1,3497.8,298.4,2696.1,2773.8,737.2,248.7
"2002-10-01",296.7,1885.1,1145.4,2270.5,14611,2177.1,1656,664.5,415.5,7182.6,3895.3,561.8,1444.2,572.2,5872.2,2911.8,1327.5,1778.9,1894.1,3256.2,2478.3,606.1,4485.8,2662.4,2698.5,1121.7,397.4,3829.4,330.3,910.9,617,3969.5,767.4,1062.2,8446,5437.7,1489.6,1586.9,5639,480,1800.1,378.9,2672.6,9404,1073.1,3500.2,298.9,2699.3,2785.4,735.1,248.2
"2002-11-01",296.7,1885.4,1145.3,2285.2,14614,2175.5,1655.3,667.9,415.8,7190.6,3895.7,560.6,1445.5,572.8,5870.6,2913.2,1328.3,1779.4,1897.7,3252.4,2479.6,604.9,4481,2665.8,2700.4,1119,398.7,3821.2,331,909.3,616.2,3974.9,769.7,1064.2,8439.4,5431.7,1488.9,1585.6,5632.6,480.7,1798,378.4,2668.9,9406.2,1074.1,3498.5,298.2,2699,2788.6,735.7,248.5
"2002-12-01",297.7,1883.1,1145.4,2278.3,14603,2175.6,1653,668,415.5,7200,3894.6,564.3,1444.9,573,5859.9,2910.5,1326.1,1777.3,1894.8,3246.9,2477.3,606.2,4468.6,2662.4,2701.2,1121.2,399.8,3813.7,331.7,910.6,616.7,3971.7,771,1067.6,8434,5422.1,1486.7,1581.8,5620,481.4,1797.3,378.6,2670.4,9397.5,1072.2,3498.4,297.7,2696.6,2780.4,734.5,248.4
"2003-01-01",295.8,1878.1,1146.2,2280.6,14587,2167.1,1656.9,665.7,413.4,7199.5,3872.3,564.8,1442.8,574.1,5847.6,2910.1,1323,1773.7,1905.7,3237.9,2481.2,607,4451.1,2663.8,2696.6,1121.5,399.2,3803.4,331.3,917,615.3,3980.2,772.1,1071.4,8422.6,5423.1,1484.2,1586.3,5627.1,483,1799.4,378.6,2665,9392.4,1073.2,3495.8,299.4,2703.8,2774.1,734.2,248.1
"2003-02-01",297.2,1877.8,1143.8,2281.6,14581,2162,1649,666,411,7202.5,3868.8,565.5,1440.4,571.7,5830.5,2904.7,1320.3,1769.9,1905,3222.7,2472.3,605.1,4438.1,2664.8,2690,1118.2,399.3,3796.3,331.4,914.6,614.5,3967.3,772.1,1075.1,8411.1,5406.9,1480.9,1580.4,5612.5,481.5,1803,377.8,2660.9,9381.4,1071.4,3488.8,297.8,2701.2,2777.2,730.6,247.9
"2003-03-01",297.7,1877.2,1141.3,2283.4,14556,2153,1646.8,666.6,410.8,7209.1,3868.8,565.8,1437.4,570.7,5815.5,2899.4,1313.8,1772,1899.9,3219.2,2473.7,605.4,4426.4,2660.3,2683.8,1115.6,397.3,3790.5,331.5,911.8,614,3964.2,771.7,1076.2,8404.9,5398.8,1472.2,1576.4,5611.5,482.2,1801.8,377.5,2659.1,9363.4,1068.9,3485.9,298,2692.3,2771.2,730.8,246.9
"2003-04-01",296.4,1877.1,1140.6,2287.1,14578.6,2148.6,1644,667,413,7209.6,3863,564.3,1436.5,568.9,5815.2,2897.3,1312.7,1770.1,1901.4,3219.3,2483.5,604.7,4412.6,2665.6,2681.6,1114.3,400.1,3792.3,331.7,915.4,614.5,3971,772.6,1075.2,8394.1,5405.5,1470.9,1569.3,5608.7,482.8,1797.5,377.9,2660.9,9365.3,1069.5,3487.6,297.5,2695.5,2773.9,732.5,248.1
"2003-05-01",298.1,1874.9,1141.9,2290.5,14571,2148.4,1643.4,668,414.7,7209.4,3861,566.4,1436.2,569.5,5806.8,2898.2,1313,1770.9,1903.9,3218.8,2485,605.4,4423.2,2665,2681.5,1112.8,399.8,3791.4,332.3,914,614.7,3973.5,773.1,1078.8,8394.5,5404.7,1468.5,1567.6,5612.9,483.6,1794.7,377.4,2662,9356.8,1068.2,3492.4,298.6,2697.8,2773.4,727.1,248.7
"2003-06-01",298.7,1870.9,1140.9,2292.8,14579.2,2146.5,1640.9,665.9,416.2,7208.5,3859.4,566.8,1435.3,570.5,5806.2,2893.9,1310.3,1770.9,1903,3212.4,2488.5,605,4419.7,2660.1,2681.6,1110.9,399.6,3788.1,332.1,914.2,617.4,3969.1,774.7,1080.2,8390.8,5394.2,1463.2,1566.4,5614.4,484.7,1793.8,377.7,2661,9349,1069.9,3493.2,299.6,2699.6,2772.1,732.3,250.1
"2003-07-01",297.9,1869.1,1143.6,2295.6,14559.6,2146.8,1641.9,664.7,415.5,7222.5,3867.4,568.1,1436.5,570.3,5803.4,2887.9,1311.2,1766.6,1902.9,3212.2,2489.1,606.4,4390.7,2657.8,2672.5,1116.9,399.4,3770,331.7,911.5,618.4,3981.9,776.4,1086.7,8380.7,5392.3,1468.5,1566.5,5601.1,485.1,1797.3,378.4,2654.2,9341.8,1072.7,3497.4,299.5,2701,2760.5,732.5,250.2
"2003-08-01",298.4,1871.8,1145,2301.7,14569.6,2149.5,1640.5,660.4,416.5,7243.2,3870.2,567.3,1439.7,571,5804.5,2895.3,1311.5,1768.6,1903.1,3207.4,2486.3,607.5,4400.6,2661.6,2675.2,1112.3,400.8,3771.3,334.5,910.8,620.1,3979.5,777.1,1092.3,8376.5,5390.6,1465.9,1569.1,5604.2,485.1,1798.2,379.1,2656.6,9353.3,1074.3,3501.8,299.4,2701.6,2760.3,732.9,251.3
"2003-09-01",299.5,1874.5,1146.6,2304.1,14571,2147.8,1639.8,666.3,418.4,7247.7,3878.3,568.7,1442.7,572.7,5800,2899.4,1311,1776.6,1907.6,3212.6,2495.7,608.1,4404.9,2660.3,2677.5,1114.8,401.4,3776,334.5,911,618.9,3982.2,777.3,1097.4,8389.1,5387.3,1467.5,1570.9,5607.4,484.8,1798,378.1,2659.5,9367.6,1075.8,3507,299.1,2704.3,2766.2,732.4,252.1
"2003-10-01",298.8,1876.6,1151,2318.2,14598.9,2152.8,1644.4,665.3,418.6,7267.5,3870,570.7,1444.2,574.2,5800.5,2907.1,1311.3,1777.5,1911.4,3200.5,2489.8,609.2,4407.1,2656,2683.3,1119.4,402.5,3790.8,333.6,913,620.1,3985.4,779.1,1105.1,8390.5,5388.3,1469.3,1576.5,5611.1,485.6,1799.2,379.3,2666,9372.6,1079.4,3514.6,299.8,2705.9,2777.1,734.1,252.9
"2003-11-01",299,1879.1,1150.3,2323.1,14583.5,2153.1,1644.7,665.4,418.5,7275.7,3875.5,570.5,1444.9,574.9,5792.5,2909.8,1312.7,1777.1,1912.2,3203.8,2493.4,609.5,4404.5,2655.3,2679.5,1120.8,401.8,3783.7,334,914.1,621.6,3985.4,781.1,1108,8402,5389.3,1470.6,1578,5617.9,486.1,1798.8,380,2671,9381.6,1082.4,3525.3,300.4,2708.8,2775.6,731.4,252.3
"2003-12-01",299.9,1880.7,1151.4,2329.6,14589,2155.5,1640.8,666.8,419.7,7294,3883.2,572.9,1447.4,576.4,5796,2911.6,1311.4,1780.9,1911.6,3195.4,2495.5,610,4403.7,2658.1,2681,1120.6,403.7,3788.8,334.5,915.1,622.1,3983.5,781.8,1114.6,8397.7,5389.9,1471.1,1582.4,5620.4,486.8,1801.7,379.6,2674.8,9390.2,1084.4,3527.3,301.4,2713.9,2777.7,734.5,252.6
"2004-01-01",300.5,1883.3,1152.5,2337,14618.7,2159,1641.9,666.4,421.5,7353.6,3887.8,574.2,1448.9,577,5798.5,2913.3,1312.7,1779.4,1913.5,3196.3,2499.9,611.4,4402,2657.2,2686.6,1122.2,403.6,3789.9,333.9,917.4,620.2,3976.7,782.5,1120.2,8390.5,5390.9,1475.8,1575.3,5611.8,486.5,1803.4,380.4,2681.4,9417.5,1087.4,3540,300.9,2708.2,2780.8,736.1,253.2
"2004-02-01",299.5,1886,1152.6,2342.2,14647.8,2159.3,1641.6,671,423.9,7371.5,3892.1,575.6,1448.5,578.9,5791.7,2911.2,1308.9,1781,1914.1,3201.5,2497.3,611.4,4394.7,2659.6,2677.4,1122,404.9,3792.4,334.2,913.4,621.5,3978.8,784.3,1120.8,8404.7,5393.6,1476.1,1580.9,5614.9,487.2,1803.8,380.6,2700.9,9426.4,1090.2,3549.7,300.6,2713.1,2785.1,736.9,253.3
"2004-03-01",301.1,1888.7,1153,2349.8,14667.9,2165.4,1644.3,671.4,424.1,7390.9,3902.2,576.2,1449.8,581.4,5798.8,2919.7,1313.4,1783.2,1919.6,3209,2505.9,611.9,4396.9,2660.8,2685.2,1123.2,406.3,3799.6,334.7,915.7,624.7,3987.9,785.5,1126.2,8429.5,5403.6,1479.2,1588.9,5626.7,487.2,1811.4,380.4,2691.3,9437,1092.9,3561.2,301.6,2722.5,2788.5,739.5,253.8
"2004-04-01",301.5,1894.3,1153.3,2356.6,14684.2,2172.8,1647,672.8,420.8,7427.9,3906,577.7,1453.5,584.3,5800.7,2927.6,1321.5,1782.8,1916.9,3209.8,2505.7,610.7,4401.9,2676.6,2688.5,1125.6,410.5,3809.2,335.8,919.1,625.4,3982.7,786.6,1138,8411.1,5402.1,1479.8,1596.5,5624.3,486.9,1816.4,382.7,2694.9,9458,1097.8,3567.9,302.1,2728.2,2790,740.9,255.3
"2004-05-01",301.3,1897.2,1155.5,2367.7,14713.5,2175.8,1649.2,674.9,423.3,7452,3910.6,580.1,1453.4,586.2,5810.3,2932,1324.8,1782.3,1913.8,3212.2,2510.9,610.8,4404,2682.6,2689.5,1125.5,410.2,3821.7,336.9,919.7,627.6,3993.1,788.5,1143,8441.9,5402.1,1481.4,1599.8,5635.6,489.3,1822.2,383.5,2697.5,9466.6,1099.9,3575.6,303,2732.5,2796,747.4,254.5
"2004-06-01",302.4,1902.5,1156.6,2377.1,14727.1,2179.2,1648.4,676.2,425,7476.1,3911.9,582.3,1456.9,587.8,5818.4,2932.2,1326.6,1786.7,1917,3212.9,2517,611.9,4395.6,2683.9,2696.2,1126.7,413.3,3825.9,337.8,921.7,627.2,3998.8,789.6,1150,8454.6,5409.2,1481.9,1606.4,5648.2,488.4,1825.7,383.9,2704.8,9476.7,1104,3584.9,303.2,2741.6,2799.6,741.1,255.6
"2004-07-01",303.6,1905.7,1156.5,2388,14771.1,2179.2,1650.1,671.5,424.9,7508.1,3926.9,584.8,1461.6,588.6,5820,2938.8,1328.6,1782.4,1917,3214.6,2520.4,611.9,4367.4,2684.2,2694.7,1126.1,412.6,3843,339.1,922.1,628.7,3999.8,791.1,1156.3,8461.3,5411.6,1487.6,1611.5,5644,488.1,1828.7,383.3,2704.9,9499.3,1105.5,3595.6,303.6,2740.6,2808.7,740.8,256
"2004-08-01",303.9,1907.9,1161.6,2395.9,14776.6,2185.6,1653.9,677,425.3,7525,3936.2,585.6,1460.9,590.5,5828.1,2940.7,1330,1790.2,1918.6,3215.8,2525.2,612.8,4400.1,2685.5,2700,1126.6,411.1,3853.5,339.6,924.9,629.1,4002.2,791.4,1160.3,8466.1,5413.9,1490.9,1616.3,5649.7,488.9,1835.1,384.4,2711,9517.5,1107.3,3601,304,2746.1,2815.9,742.8,256.2
"2004-09-01",304.9,1905.1,1160.3,2398.7,14776.2,2188.4,1653.9,676.5,426.8,7481.3,3927.7,587,1459.8,590.7,5817.5,2943.6,1332.6,1791.1,1911.5,3218.6,2524.2,612.1,4402.3,2689.2,2702.1,1127.7,412.8,3864.4,339.1,925.5,629.7,4008.5,790.1,1167.1,8472.5,5410.3,1491.6,1619.4,5656.4,489.7,1839,385.6,2707,9513.9,1109.8,3604.8,304.7,2746,2807,743.1,255
"2004-10-01",306.4,1912.4,1163.1,2425.1,14839.7,2193.6,1655,677.1,428,7557.9,3953.8,590.6,1463.4,593.8,5830.1,2947.8,1333.8,1796.7,1918.4,3219,2532.2,612.4,4409.3,2696.4,2711.8,1129.8,413.4,3860.4,340.8,925.4,631.3,4009.6,797.1,1181.2,8487.1,5423.4,1499.1,1623.6,5670.9,490.7,1841.6,386,2721.7,9560.6,1115.5,3618,304.4,2762.4,2817.2,746,256.5
"2004-11-01",305.3,1916.4,1166,2431.1,14863.5,2195,1656.4,678.1,428.5,7599.2,3957.8,592.8,1464.5,596.6,5833,2949.6,1333.6,1798.7,1924,3217.5,2531.5,613.4,4402.1,2696.3,2711.1,1128.1,414.3,3864.3,340.9,925.8,630.6,4016.1,798.4,1181.9,8484.6,5420,1499.4,1625.8,5672.7,489.6,1845.1,385.8,2721.8,9567,1120.6,3622.8,304.3,2766.8,2818.2,744.4,257.8
"2004-12-01",306.5,1921.3,1167.3,2443.2,14861,2199.6,1656.1,677.2,428.8,7623.3,3964,592.6,1466.2,597.8,5847.1,2946.5,1333.8,1801,1925,3218,2536.1,611.7,4403.2,2700,2710.3,1129,415.6,3875.8,340.7,926.9,630.8,4020.4,799.9,1185.5,8486.3,5417.5,1502.5,1629.6,5675.3,489.3,1846.9,385.5,2729.2,9581.2,1122.4,3631,303.7,2772.7,2816.9,745.2,258.2
"2005-01-01",307.6,1921.2,1167,2445.1,14880.7,2202.9,1655.9,681,429.4,7645.5,3977.7,593.1,1464.7,601.4,5826.8,2947.9,1326.9,1799.1,1926.6,3215.3,2536.5,610.4,4395.5,2685.5,2711.8,1131.3,413.1,3883.8,340.9,927.6,634.3,4019.3,798.6,1186.5,8489.8,5406.7,1502.6,1633.7,5674.9,489.4,1852.4,385.9,2716.5,9603.8,1124.7,3630.3,304.4,2776.6,2818.2,748.9,258.7
"2005-02-01",306.4,1923.9,1171.6,2457.8,14914.2,2207.9,1658.5,681.1,429.4,7668.7,3982.1,594.3,1471,603.3,5834.9,2955.4,1332.7,1805.8,1924.5,3222.9,2540.4,611.2,4402.8,2693.1,2718.2,1134.5,416.6,3890.9,342.3,930.2,632.7,4022.9,799.9,1192.1,8486.6,5414.2,1506.9,1636.1,5684,490.3,1852.8,386.9,2728.7,9619,1130.7,3640.7,304.2,2778.7,2824.9,748,259.5
"2005-03-01",306.9,1927.2,1172.8,2466.5,14932.4,2212.8,1657.4,680.2,430.1,7668.1,3974,595.2,1475.7,604.3,5833.4,2951.4,1334.2,1805.4,1929.9,3217.6,2534.3,610,4396.7,2696.7,2721.5,1135.8,417.4,3892.3,342.7,932.2,631.8,4019.2,800.4,1199.4,8484.1,5416.2,1511.9,1642.8,5676.6,490,1848,388.2,2730.8,9637.3,1133.2,3638.3,305.1,2788.3,2827.2,746.7,261
"2005-04-01",307.8,1938.1,1173.8,2488.3,14981.9,2212.4,1664.4,680.9,431.9,7713.4,4008.8,597.9,1477.1,605.7,5857.4,2958,1332.2,1808.8,1941.7,3228.7,2546.8,611.9,4401.8,2714.2,2734.8,1135,416.1,3895.9,344.5,932.6,634.8,4038,804.9,1213.4,8521.5,5430.8,1517.9,1644.6,5698,492,1853.4,389,2735.4,9677.7,1137.2,3650.5,305.7,2797,2836.2,749.8,261.8
"2005-05-01",308.2,1941.2,1175.4,2499.3,14986.9,2217.1,1661.2,682.7,432.6,7752.1,4020.3,600.1,1478.5,606.2,5854.9,2955.3,1333.7,1811.4,1943.4,3229.2,2550.4,611.6,4401.3,2723.9,2734.2,1134.9,417.3,3896.3,344.7,932.2,635.6,4036.7,806,1216.2,8510.5,5427.9,1520.5,1645.8,5699,490.7,1857.5,388.8,2738.2,9691.7,1139.8,3656.6,305.3,2803.7,2831.7,745.9,262.3
"2005-06-01",307.4,1940.2,1176.1,2508,15000.8,2218.5,1663.4,681.5,430.5,7752.1,4015.4,600.9,1479.1,606.8,5839.1,2956.9,1334.5,1813.4,1944.9,3227.3,2550.9,610.2,4384,2719,2733.4,1134.3,419,3891.6,344.4,933.6,635.2,4041.4,805.9,1220.3,8513.9,5414.9,1520.7,1649.7,5701.1,491.5,1847.9,389,2736.8,9695.4,1142.5,3658.3,304.5,2803.8,2828.1,752.6,262.1
"2005-07-01",309.8,1947.2,1179.3,2523.9,15063.3,2230.5,1663.5,680.3,433.1,7810.5,4031.7,603.8,1483.4,612.2,5874.7,2961.3,1327.9,1815.4,1950.9,3236,2561.3,612.4,4379.7,2730.3,2742.9,1137.2,422,3912.8,345.2,936.3,637.7,4044.5,809.9,1228.9,8531.3,5435,1526.8,1657,5715,492.8,1869.5,390.3,2749,9760.5,1150.9,3673.8,306.1,2817.2,2837.2,754.2,264.4
"2005-08-01",310.2,1951.7,1179.1,2533.6,15095.4,2231.2,1663.1,682.5,434,7840.8,4047,606.4,1484,614.1,5879.2,2958.3,1329.9,1821.4,1949.9,3236.5,2563.5,612.5,4384.5,2734.8,2751.6,1136.9,420.9,3920.1,346,935.7,637.4,4045.4,811.8,1232,8540.7,5430.6,1530.4,1659.1,5711.9,492.5,1876.1,391,2747.9,9776.2,1156.5,3681.3,306.5,2824.1,2839.9,754.2,265.9
"2005-09-01",309.9,1954.5,1184.2,2547.5,15132.2,2238.9,1665.7,681.9,435.3,7870.8,4051.8,606.6,1488,617.8,5884.4,2969.7,1334,1821.2,1823.1,3241.6,2572.4,612.4,4396.4,2739.5,2746,1115.9,423,3935.8,346.7,937.5,639.6,4048.9,813.2,1239.7,8553.5,5437.9,1533.4,1663.9,5718.1,492.4,1874.2,392.2,2756.6,9805.6,1160.4,3698.4,306,2817.5,2846,754.7,266.6
"2005-10-01",310,1959.4,1183.6,2547.3,15145.6,2241.5,1663.9,682.5,435.1,7870.8,4053.5,606.4,1487.1,617.7,5878.9,2971.9,1335.9,1820.1,1772,3235,2566.1,611.3,4384,2741,2745.6,1124.6,424.4,3936.7,345.4,937.7,638.5,4041.2,813.7,1242.4,8528.9,5434.4,1538.1,1664.4,5713.1,490.6,1875.6,391.5,2756.6,9820.3,1162.1,3687.2,305.5,2835.9,2842.9,751.1,267.5
"2005-11-01",310.9,1964.8,1186.6,2560.2,15186.4,2245.8,1665.1,685.5,438,7880.1,4065.1,605.2,1487.4,621.5,5887.3,2972.9,1339.5,1823.7,1790,3242.3,2569.7,612.3,4382.3,2745.2,2750,1132,425.7,3944.1,346.5,938.6,639.8,4048.7,817.8,1248.3,8543.9,5438.6,1545.1,1673.4,5720.4,491,1880.8,392.9,2759.7,9866.1,1167.8,3694.8,305.8,2845.7,2845.4,755.1,268.2
"2005-12-01",310.1,1968.1,1188.4,2572.6,15215.8,2251.4,1667.3,687.2,437.8,7898.5,4072.3,609.9,1487.8,624.1,5888.4,2972.9,1340.7,1822.5,1802.2,3244.8,2571.9,612.7,4375.6,2746.8,2751.3,1127.2,425.6,3949.3,347.4,938,641.3,4050.3,818.9,1252.9,8554.3,5435.2,1548.5,1679,5716.9,490.3,1873.1,393.7,2760.7,9886.7,1171.6,3699.3,306.9,2857.1,2849.7,756.4,269.2
"2006-01-01",310.2,1966.5,1194.4,2595,15214.3,2259.8,1673.6,685.7,438.4,7906.2,4082.8,608,1493.9,628.3,5898.8,2977.9,1342.8,1830.7,1810.2,3250.8,2578.3,612.8,4369.6,2758.2,2763.4,1128.7,427.4,3973.1,348.3,941.1,638.1,4059.5,821.3,1260.4,8561.3,5443.7,1553.6,1683.1,5730.2,489.6,1893.7,395.1,2772.6,9924.6,1177.8,3713.3,306.9,2864,2849.3,760.3,271.5
"2006-02-01",312,1970.4,1195.5,2609.6,15250.8,2263.7,1674.6,686.3,438.5,7920.2,4087,611.9,1499.7,630.4,5914.5,2982.1,1350.6,1833.4,1822.2,3254.2,2580.8,612.9,4358.8,2758.9,2769.6,1133.7,430.2,3976.8,349.9,944.1,640,4064.8,825.8,1267.7,8563.6,5446.8,1556.5,1689.1,5742.8,490.2,1899.4,395.9,2772.8,9945.2,1184.2,3717.8,307.3,2870.4,2853,761.5,272.7
"2006-03-01",313.4,1976.6,1197.8,2622.5,15262.2,2268.6,1674.2,687.5,438.4,7949.9,4093.1,612.9,1501.6,632.9,5921.6,2986.8,1350.2,1840.1,1836.9,3259,2589.7,614.5,4359.7,2764.6,2773.5,1138.3,431,3986.2,351.3,943.9,640.9,4073.2,828.6,1273.3,8580.5,5453.9,1561.4,1692.8,5751.3,491.7,1900.9,396.9,2779.3,9984.9,1189.2,3727.5,307.6,2875.3,2855.2,762.6,274.1
"2006-04-01",314.5,1977.1,1201.4,2628.9,15270.6,2270.6,1680.9,686.3,438.3,7960.1,4105.5,614.3,1503.5,635.6,5921.7,2981.8,1349.6,1835.7,1840.1,3265.2,2588.1,616.8,4358,2759.9,2776.5,1139.3,433.1,4017.5,352.2,942.6,644.5,4068.9,829.3,1276.4,8591.8,5449.1,1557.2,1697.6,5757,494.6,1908.8,397.1,2782.6,9996.4,1192.8,3724.8,307.4,2879.3,2862.3,761.2,275.4
"2006-05-01",314.5,1977.3,1199.8,2636.7,15313.5,2275.3,1678.8,685.8,439.2,7976,4105.3,616.2,1503.5,636.7,5920.3,2974.3,1350.8,1835,1848,3259.9,2587.2,614.3,4339.4,2753,2773.1,1141.3,433.8,4022.8,351.7,942.8,641.7,4068.2,831.1,1280.6,8592.2,5440.3,1562,1701.8,5754.3,492.4,1905.7,397.6,2783.9,10022.8,1197.1,3730.6,307.1,2885.9,2855.3,764.8,276.4
"2006-06-01",317.5,1982,1200.7,2646.1,15344.3,2281.4,1680.1,688,438.5,7989.6,4110.4,617.6,1506.8,638.4,5936,2984.1,1355.5,1834.2,1853.2,3266.5,2589.5,614.3,4339.2,2760.9,2774.8,1144.4,437.3,4029.7,352.1,946.2,642.9,4068.9,835,1284.3,8601.2,5437.4,1565.7,1704.5,5753.6,493.3,1887.5,398.2,2786.2,10047.3,1204,3736.8,307.8,2897.3,2862.8,763.1,277.5
"2006-07-01",313.5,1979.8,1198.4,2644.5,15341.4,2279.3,1682.1,686.9,436.9,7995.9,4106.6,617.3,1503.2,640.5,5935.3,2973,1347.8,1831.4,1850,3270.4,2586.8,613.6,4303.9,2757.9,2775.7,1139.4,439.9,4053.2,351.3,945.4,644.3,4068.4,833,1283.3,8598.1,5432.7,1566.5,1706.3,5754.6,491.9,1897.1,398.8,2787.9,10056.2,1207,3737.8,307.5,2892.2,2861,760.1,277.4
"2006-08-01",314.2,1984.6,1200.4,2651.6,15372,2283.6,1686.3,687.1,437.1,8017.3,4113.9,620.8,1503.7,642.1,5943.6,2975.6,1354.3,1836.9,1861.3,3272.4,2588,615.9,4310.6,2757.6,2776.9,1146.8,435,4056.7,352.9,946.1,643.9,4073.3,834.3,1286.3,8600.7,5430.7,1572.2,1708.2,5758.7,492.6,1900.8,400.1,2790.4,10100.3,1211.4,3740.4,308,2903.7,2861.2,761.5,278.9
"2006-09-01",314.5,1986.4,1200,2658.9,15381.9,2285.7,1682.5,688.1,437.4,8020.7,4116.7,622.9,1507.2,643.3,5945,2977,1363,1836,1874.2,3274.6,2591.3,614.3,4312.3,2758.9,2779,1148.5,434.1,4061.2,353.8,948.9,644.2,4069.1,836.7,1285.8,8617.4,5428.3,1573.1,1710.9,5763.8,494.8,1907.8,399.8,2789.2,10135.8,1213.5,3736.6,308.4,2910.5,2864.2,762.4,279.5
"2006-10-01",312.8,1982.5,1200,2659.2,15376.5,2289.7,1684.5,689.5,438.3,8016,4134.7,618.7,1508.1,642.4,5936.7,2980.3,1362.4,1835.3,1875.2,3277.5,2592.4,614.7,4296.2,2752.5,2780.5,1149.7,434.7,4077.6,353.3,947.9,644.6,4069.2,834.4,1284.2,8628.2,5423,1571.9,1712.8,5768.7,494.3,1922.3,400.1,2781,10149.5,1214,3737.7,308.4,2911.1,2862.4,762.5,279.9
"2006-11-01",314.7,1984.5,1198.8,2659.2,15375.1,2294.6,1685.7,689.8,438.5,8022.5,4139.6,622.1,1509.4,644.9,5941.1,2979.6,1360.1,1837.3,1878.6,3279.7,2593.5,615.3,4296.3,2756,2786.1,1150.5,435.9,4094.7,354.5,950.1,644,4072.6,836.9,1285.7,8645.8,5419.8,1572.3,1716.9,5772,494.7,1921.9,401.2,2782.8,10177.4,1223.1,3741.9,309.2,2915.6,2862.9,764.9,280.9
"2006-12-01",315.2,1989.1,1200,2663.8,15388.9,2303.7,1690.7,690.7,440.2,8033.7,4143.8,623.5,1513.6,646.2,5950.8,2988.3,1368.7,1847.7,1887.5,3286.8,2600.6,616.4,4293.9,2762.9,2793.7,1152.2,438,4102.8,356,951.5,646.4,4079.8,838.4,1287.5,8667,5426.9,1579.7,1720.9,5781.6,495.7,1932.8,402.6,2789,10212,1228.2,3748,308.1,2924.6,2865.4,764.2,283.6
"2007-01-01",315.7,1997.5,1201.2,2665.4,15416.2,2302.7,1691.8,690.4,439,8037.7,4161.3,622.7,1514,649,5967.9,2988.5,1366.6,1852,1898.1,3295.6,2605.6,617,4285.2,2768.1,2790,1151.5,440.3,4107.5,355.8,954.5,646,4074.2,837,1289.3,8684.6,5435.8,1578.5,1722.8,5786.9,495.2,1940.8,403.2,2790.8,10232,1236.3,3762.7,308,2931.4,2870.5,762.5,284.7
"2007-02-01",317,2002.2,1202.4,2673.6,15438.5,2309,1692.4,693.8,437.6,8040.4,4162.7,623.8,1514,651.2,5958.7,2980.1,1369.3,1850.5,1904,3294.4,2599,617,4288.9,2771.2,2789.4,1152.3,441.2,4118,355.6,955.4,648,4066.3,840.2,1296.7,8687.7,5417.6,1582.5,1728,5775.8,494.5,1939.3,403.9,2790.9,10269.3,1242.4,3761.8,307.8,2946.7,2868.9,760.7,285.4
"2007-03-01",317,2006.9,1207.2,2681.1,15472.4,2320.3,1690.9,693.6,438.7,8053.3,4166.8,624.3,1513.2,653.5,5978,2994.7,1377.8,1854.9,1913.4,3294.3,2609.4,617.9,4289.1,2772.3,2804.9,1149.7,444,4130.9,356.9,955.9,647.6,4071.8,844.2,1296.9,8698.9,5431.7,1592.4,1732.7,5792.7,493.9,1944.3,405.1,2798.4,10311.2,1246.8,3767.8,308.5,2950.5,2873.4,764.5,287
